run_id,architecture,temporal_bin,target,temperature,auroc,ece_raw_width,ece_calib_width,ece_raw_mass,ece_calib_mass,ece_delta_pct,brier_uncalibrated,brier_recalibrated,brier_delta_pct
anchor_resnet50_weighted_bce_seed123,resnet50,T1_2015,Pleural Effusion,1.092599630355835,0.9347718760640109,0.16444206208252346,0.17322802466913828,0.1644420509294524,0.17322802238370538,5.342892490733715,0.08801613748073578,0.08895649760961533,1.068395132750929
anchor_resnet50_weighted_bce_seed123,resnet50,T1_2015,Cardiomegaly,1.227209210395813,0.8858285808549748,0.22364386367379127,0.23751607704798613,0.22364387147578632,0.2375160839920145,6.202814218247001,0.14349786937236786,0.14197681844234467,-1.0599815430542474
anchor_resnet50_weighted_bce_seed123,resnet50,T1_2015,Pneumonia,1.1770743131637573,0.8481355932203389,0.2156328452416974,0.23039365551885996,0.21563284167551008,0.2303936524458424,6.845344112868119,0.12692613899707794,0.1260516494512558,-0.6889751415524236
anchor_resnet50_weighted_bce_seed123,resnet50,T1_2015,Edema,0.9421652555465698,0.6315333333333333,0.03611222148648383,0.034581950685765715,0.03807853473149018,0.036609681345947234,-4.237542687012126,0.020627284422516823,0.02069619856774807,0.33409218498979926
anchor_resnet50_weighted_bce_seed123,resnet50,T2_2016,Pleural Effusion,1.092599630355835,0.8988515206785593,0.1893122319869299,0.1974375046058977,0.18931222918618806,0.1974375012160424,4.291995574553671,0.1111418604850769,0.11108308285474777,-0.05288523160634349
anchor_resnet50_weighted_bce_seed123,resnet50,T2_2016,Cardiomegaly,1.227209210395813,0.8807611520642369,0.21764264675663145,0.22939980168251548,0.2176426411905366,0.22939980599948873,5.402045555451688,0.14838916063308716,0.1464211791753769,-1.3262299276537954
anchor_resnet50_weighted_bce_seed123,resnet50,T2_2016,Pneumonia,1.1770743131637573,0.871479146962414,0.21889319234409216,0.23309897287749456,0.21889318652864026,0.23309897621502573,6.489822904620731,0.1266782432794571,0.12543970346450806,-0.9777052340525193
anchor_resnet50_weighted_bce_seed123,resnet50,T2_2016,Edema,0.9421652555465698,0.8813441214045139,0.03636869583895571,0.03457486118099591,0.03636869751639334,0.034641338636735464,-4.93235904279626,0.018730126321315765,0.018622545525431633,-0.5743730396612455
anchor_resnet50_weighted_bce_seed123,resnet50,T3_2017,Pleural Effusion,1.092599630355835,0.8689643956263919,0.18647475672154784,0.1951510935826059,0.18647474868659675,0.195151104716422,4.652821118310371,0.10463955998420715,0.1050029918551445,0.34731785090858447
anchor_resnet50_weighted_bce_seed123,resnet50,T3_2017,Cardiomegaly,1.227209210395813,0.8834264064179498,0.2179472784378699,0.2300948522501734,0.21794727071144807,0.23009484597789168,5.573629503139861,0.14814046025276184,0.14650048315525055,-1.107041988875363
anchor_resnet50_weighted_bce_seed123,resnet50,T3_2017,Pneumonia,1.1770743131637573,0.8817141659681476,0.2140432446017519,0.22888405504062997,0.2140432353152883,0.2288840518582288,6.933557032594438,0.12329858541488647,0.12245403975248337,-0.6849597337725338
anchor_resnet50_weighted_bce_seed123,resnet50,T3_2017,Edema,0.9421652555465698,,0.042720460077542786,0.04095644302676128,0.0427204611684884,0.0409564438465341,-4.129208926073362,0.02034221962094307,0.020327303558588028,-0.07332563817020668
