run_id,architecture,temporal_bin,target,temperature,auroc,ece_raw_width,ece_calib_width,ece_raw_mass,ece_calib_mass,ece_delta_pct,brier_uncalibrated,brier_recalibrated,brier_delta_pct
anchor_densenet121_weighted_bce_seed2026,densenet121,T1_2015,Pleural Effusion,1.163994550704956,0.8442515038020656,0.26716253473093815,0.2848268837934165,0.26716252658645034,0.28482689219564117,6.611836154447424,0.15067793428897858,0.1531345099210739,1.630348626484339
anchor_densenet121_weighted_bce_seed2026,densenet121,T1_2015,Cardiomegaly,1.0300463438034058,0.8116015459301503,0.25947332596718603,0.26277254017475377,0.25947333478972023,0.2627725538942901,1.2715041884440048,0.15397705137729645,0.15447445213794708,0.32303564472853347
anchor_densenet121_weighted_bce_seed2026,densenet121,T1_2015,Pneumonia,-1.7770456075668335,0.7942700929469657,0.2671036207101775,0.6093368750816968,0.2671036243502164,0.6055205995380529,128.12752349129016,0.11982515454292297,0.41807812452316284,248.9068101918464
anchor_densenet121_weighted_bce_seed2026,densenet121,T1_2015,Edema,1.177411437034607,0.6160666666666667,0.2584438508910788,0.27921870574474084,0.2584438551457211,0.2792187074577003,8.038440373811643,0.1334381252527237,0.13450691103935242,0.8009598340837807
anchor_densenet121_weighted_bce_seed2026,densenet121,T2_2016,Pleural Effusion,1.163994550704956,0.8148635022317126,0.3001713325408039,0.3156632429036934,0.3001713450088936,0.315663235219523,5.1610226172359726,0.17363864183425903,0.1742168515920639,0.3329960149980794
anchor_densenet121_weighted_bce_seed2026,densenet121,T2_2016,Cardiomegaly,1.0300463438034058,0.791209295214799,0.257959124727718,0.2607831639479,0.2579591456087783,0.26078316935597134,1.0947622896313052,0.1716035157442093,0.17179006338119507,0.10870851694195188
anchor_densenet121_weighted_bce_seed2026,densenet121,T2_2016,Pneumonia,-1.7770456075668335,0.8133235297928301,0.27864229275090735,0.608820659304909,0.2786423054936986,0.6088206559860649,118.495424113225,0.12326139211654663,0.41124433279037476,233.6359631583045
anchor_densenet121_weighted_bce_seed2026,densenet121,T2_2016,Edema,1.177411437034607,0.8611939142890326,0.2845570663102803,0.3032915452731143,0.28455705386274643,0.30329154431819916,6.5837335216289965,0.15411947667598724,0.15394896268844604,-0.11063753343756705
anchor_densenet121_weighted_bce_seed2026,densenet121,T3_2017,Pleural Effusion,1.163994550704956,0.7632897140140616,0.3014417324453739,0.31735889224583297,0.3014417391557901,0.31735889412988777,5.28034379026915,0.17411614954471588,0.17429468035697937,0.10253546998961124
anchor_densenet121_weighted_bce_seed2026,densenet121,T3_2017,Cardiomegaly,1.0300463438034058,0.7770116599397784,0.2506091823351794,0.2535219601476305,0.25060917493659385,0.25352197939649296,1.1622789657225585,0.1703183352947235,0.1704905778169632,0.10112975913111873
anchor_densenet121_weighted_bce_seed2026,densenet121,T3_2017,Pneumonia,-1.7770456075668335,0.7851760268231349,0.27762171336754005,0.6084952364463132,0.2776217272746788,0.6084781482644466,119.18142823386933,0.12252213805913925,0.4118165075778961,236.11599838318168
anchor_densenet121_weighted_bce_seed2026,densenet121,T3_2017,Edema,1.177411437034607,,0.27760315609083486,0.2967181546347482,0.2776031587731662,0.2967181529342052,6.88572810665694,0.14672957360744476,0.14657144248485565,-0.10777045056518046
