auroc,auprc,prevalence,brier_score,log_loss,ece,ece_equal_width,ece_equal_mass,calibration_slope,calibration_intercept,intercept_in_the_large,sensitivity_th0.50,specificity_th0.50,ppv_th0.50,npv_th0.50,accuracy_th0.50,true_positives,false_positives,true_negatives,false_negatives,run_id,architecture,loss_type,seed,temporal_bin,target,sample_count
0.9353393485415957,0.44269229199995186,0.05268760025501251,0.03649139776825905,0.12531021237373352,0.016062584959918223,0.016062584959918223,0.014112241225237321,0.9729364514350891,0.36446547508239746,0.4175429834031144,0.13131313131313133,0.9926966292134831,0.5,0.9535887749595251,0.9473124002128792,13.0,13.0,1767.0,86.0,anchor_resnet50_unweighted_bce_seed42,resnet50,unweighted_bce,42,T1_2015,Pleural Effusion,1879
0.8969595921509481,0.465786605653886,0.07823310047388077,0.054439809173345566,0.18517665565013885,0.015953120002805583,0.015953120002805583,0.013753771149846286,0.8539535999298096,-0.37168753147125244,-0.19697997247448273,0.29931972789115646,0.9722863741339491,0.4782608695652174,0.9423614997202014,0.9196381053751995,44.0,48.0,1684.0,103.0,anchor_resnet50_unweighted_bce_seed42,resnet50,unweighted_bce,42,T1_2015,Cardiomegaly,1879
0.8622744669218152,0.19305838479162699,0.02660989947617054,0.02359798736870289,0.09564326703548431,0.004230457988030863,0.004230457988030863,0.007574657917316625,0.8677228093147278,-0.46400970220565796,-0.14994442121745616,0.0,0.9994532531437944,0.0,0.9733759318423855,0.9728579031399681,0.0,1.0,1828.0,50.0,anchor_resnet50_unweighted_bce_seed42,resnet50,unweighted_bce,42,T1_2015,Pneumonia,1879
0.5984666666666667,0.011042415632191873,0.002128791995346546,0.002137556206434965,0.017562484368681908,3.707408905029297e-05,3.707408905029297e-05,0.002083171170385348,0.2486623376607895,-4.186275005340576,0.017913736195464863,0.0,1.0,,0.9978712080894092,0.9978712080894092,0.0,0.0,1875.0,4.0,anchor_resnet50_unweighted_bce_seed42,resnet50,unweighted_bce,42,T1_2015,Edema,1879
0.8851505849904355,0.30770643903723605,0.04439428076148033,0.035898469388484955,0.13437747955322266,0.012831398108397132,0.012831398108397132,0.010180584778098368,0.7526701092720032,-0.36628738045692444,0.1362939035471926,0.14689265536723164,0.9934383202099738,0.5098039215686274,0.9616361788617886,0.9558565337346375,26.0,25.0,3785.0,151.0,anchor_resnet50_unweighted_bce_seed42,resnet50,unweighted_bce,42,T2_2016,Pleural Effusion,3987
0.8821610177941147,0.5115092389691706,0.10584399104118347,0.06905735284090042,0.23347623646259308,0.014462688822389875,0.014462688822389875,0.013411052683972155,0.8297271132469177,-0.08149883896112442,0.15025391552290585,0.2962085308056872,0.9772791023842917,0.6067961165048543,0.9214493520232743,0.9051918735891648,125.0,81.0,3484.0,297.0,anchor_resnet50_unweighted_bce_seed42,resnet50,unweighted_bce,42,T2_2016,Cardiomegaly,3987
0.8594541544122412,0.12033235912868005,0.019814396277070045,0.018857760354876518,0.08013220876455307,0.009401638684960155,0.009401638684960155,0.01079376373233417,0.8552567958831787,-0.7959113121032715,-0.443491043880901,0.0,0.9997441146366428,0.0,0.9801806322127447,0.9799347880611989,0.0,1.0,3907.0,79.0,anchor_resnet50_unweighted_bce_seed42,resnet50,unweighted_bce,42,T2_2016,Pneumonia,3987
0.8795342805156595,0.01893980002633047,0.003260596888139844,0.003240571590140462,0.019299080595374107,0.0010840695349960692,0.0010840695349960692,0.0021098482380582802,0.6892335414886475,-1.1161442995071411,0.38812637812232204,0.0,1.0,,0.9967394030599448,0.9967394030599448,0.0,0.0,3974.0,13.0,anchor_resnet50_unweighted_bce_seed42,resnet50,unweighted_bce,42,T2_2016,Edema,3987
0.8596792353691796,0.2940887832192466,0.03489326685667038,0.028463082388043404,0.11525439471006393,0.008625613867300631,0.008625613867300631,0.012041414163007719,0.7261527180671692,-0.6644198298454285,-0.12354325439733663,0.16470588235294117,0.9931943853679286,0.4666666666666667,0.9704904405652536,0.9642857142857143,14.0,16.0,2335.0,71.0,anchor_resnet50_unweighted_bce_seed42,resnet50,unweighted_bce,42,T3_2017,Pleural Effusion,2436
0.8856064165260783,0.5027204924428769,0.10591132938861847,0.06857019662857056,0.23154979944229126,0.01856823017199834,0.01856823017199834,0.013117758066162898,0.8159635663032532,-0.13733187317848206,0.09771802184531447,0.3333333333333333,0.9765840220385675,0.6277372262773723,0.925184862983906,0.9084564860426929,86.0,51.0,2127.0,172.0,anchor_resnet50_unweighted_bce_seed42,resnet50,unweighted_bce,42,T3_2017,Cardiomegaly,2436
0.8846982397317686,0.16194001364667546,0.020525451749563217,0.019045982509851456,0.07796240597963333,0.008088350497883529,0.008088350497883529,0.008945059119180847,0.961078941822052,-0.4519283175468445,-0.3588066353146391,0.0,1.0,,0.9794745484400657,0.9794745484400657,0.0,0.0,2386.0,50.0,anchor_resnet50_unweighted_bce_seed42,resnet50,unweighted_bce,42,T3_2017,Pneumonia,2436
,,0.0,3.790226037381217e-05,,0.0020288522355258465,0.0020288522355258465,0.0020288521604828265,,,,,1.0,,1.0,1.0,0.0,0.0,2436.0,0.0,anchor_resnet50_unweighted_bce_seed42,resnet50,unweighted_bce,42,T3_2017,Edema,2436
