auroc,auprc,prevalence,brier_score,log_loss,ece,ece_equal_width,ece_equal_mass,calibration_slope,calibration_intercept,intercept_in_the_large,sensitivity_th0.50,specificity_th0.50,ppv_th0.50,npv_th0.50,accuracy_th0.50,true_positives,false_positives,true_negatives,false_negatives,run_id,architecture,loss_type,seed,temporal_bin,target,sample_count
0.9293468391782997,0.4899212934869247,0.05268760025501251,0.03696313872933388,0.13537505269050598,0.025949669899265296,0.025949669899265296,0.021032031974569362,0.8349888324737549,0.43513748049736023,0.8595673516402678,0.21212121212121213,0.9921348314606742,0.6,0.9577006507592191,0.951037786056413,21.0,14.0,1766.0,78.0,anchor_densenet121_unweighted_bce_seed42,densenet121,unweighted_bce,42,T1_2015,Pleural Effusion,1879
0.9128529009756328,0.4868484087001699,0.07823310047388077,0.053067974746227264,0.17963631451129913,0.024455211802865036,0.024455211802865036,0.014257125322616046,0.7812500596046448,-0.04620322585105896,0.3051991354246785,0.2857142857142857,0.98094688221709,0.56,0.9417960088691796,0.9265566790846195,42.0,33.0,1699.0,105.0,anchor_densenet121_unweighted_bce_seed42,densenet121,unweighted_bce,42,T1_2015,Cardiomegaly,1879
0.8498633132859487,0.2661976273306336,0.02660989947617054,0.02307804673910141,0.10141726583242416,0.01317392441901582,0.01317392441901582,0.013381039113549296,0.8025082945823669,0.1582387089729309,0.8041324455107236,0.0,1.0,,0.9733901011176157,0.9733901011176157,0.0,0.0,1829.0,50.0,anchor_densenet121_unweighted_bce_seed42,densenet121,unweighted_bce,42,T1_2015,Pneumonia,1879
0.5726666666666667,0.00950308494169308,0.002128791995346546,0.0021228226833045483,0.01631447672843933,0.0012516635470092297,0.0012516635470092297,0.0020455201065052294,0.3277251422405243,-3.678035020828247,0.8916140112589283,0.0,1.0,,0.9978712080894092,0.9978712080894092,0.0,0.0,1875.0,4.0,anchor_densenet121_unweighted_bce_seed42,densenet121,unweighted_bce,42,T1_2015,Edema,1879
0.8905867698741048,0.3776835777619509,0.04439428076148033,0.03460174798965454,0.1345510333776474,0.018712294679709716,0.018712294679709716,0.011401925405310124,0.710726261138916,-0.2170248031616211,0.4781549744167976,0.1807909604519774,0.9921259842519685,0.5161290322580645,0.9630573248407643,0.9561073488838726,32.0,30.0,3780.0,145.0,anchor_densenet121_unweighted_bce_seed42,densenet121,unweighted_bce,42,T2_2016,Pleural Effusion,3987
0.9040816123049926,0.5526300696856027,0.10584399104118347,0.06726861745119095,0.22909924387931824,0.03382949374573165,0.03382949374573165,0.033491050898457796,0.8003803491592407,0.31100282073020935,0.6711717155546466,0.2796208530805687,0.9837307152875175,0.6704545454545454,0.9202309105221727,0.909204915976925,118.0,58.0,3507.0,304.0,anchor_densenet121_unweighted_bce_seed42,densenet121,unweighted_bce,42,T2_2016,Cardiomegaly,3987
0.8807930502830934,0.15287137403004464,0.019814396277070045,0.018112577497959137,0.07758304476737976,0.008201174763156743,0.008201174763156743,0.007222083090469725,0.8434267640113831,0.0004970498848706484,0.5073456724988933,0.012658227848101266,1.0,1.0,0.980431510286001,0.9804364183596689,1.0,0.0,3908.0,78.0,anchor_densenet121_unweighted_bce_seed42,densenet121,unweighted_bce,42,T2_2016,Pneumonia,3987
0.9088788664782625,0.03837386766415799,0.003260596888139844,0.0032349699176847935,0.01954331248998642,0.002327204216271639,0.002327204216271639,0.0028033961074493694,1.4506522417068481,3.945544719696045,1.2593099096057838,0.0,1.0,,0.9967394030599448,0.9967394030599448,0.0,0.0,3974.0,13.0,anchor_densenet121_unweighted_bce_seed42,densenet121,unweighted_bce,42,T2_2016,Edema,3987
0.8868091175219557,0.358987109224694,0.03489326685667038,0.027137819677591324,0.10921970754861832,0.01382245528335838,0.01382245528335838,0.007025037268921476,0.7315083742141724,-0.36290138959884644,0.24741642499699654,0.2,0.9919183326244151,0.4722222222222222,0.9716666666666667,0.9642857142857143,17.0,19.0,2332.0,68.0,anchor_densenet121_unweighted_bce_seed42,densenet121,unweighted_bce,42,T3_2017,Pleural Effusion,2436
0.9146966493689539,0.5349413862651651,0.10591132938861847,0.06662046164274216,0.22091689705848694,0.03235296437085556,0.03235296437085556,0.02943935248564015,0.794202983379364,0.256853312253952,0.5988382094294415,0.313953488372093,0.9797979797979798,0.648,0.9234097793163133,0.9092775041050903,81.0,44.0,2134.0,177.0,anchor_densenet121_unweighted_bce_seed42,densenet121,unweighted_bce,42,T3_2017,Cardiomegaly,2436
0.8657334450963956,0.1850293830001916,0.020525451749563217,0.01837540976703167,0.07997090369462967,0.008696992745682634,0.008696992745682634,0.008714227831929353,0.847367525100708,0.07549163699150085,0.5766521103624698,0.0,1.0,,0.9794745484400657,0.9794745484400657,0.0,0.0,2386.0,50.0,anchor_densenet121_unweighted_bce_seed42,densenet121,unweighted_bce,42,T3_2017,Pneumonia,2436
,,0.0,3.2848229238879867e-06,,0.0009143664501607418,0.0009143664501607418,0.0009143665058833466,,,,,1.0,,1.0,1.0,0.0,0.0,2436.0,0.0,anchor_densenet121_unweighted_bce_seed42,densenet121,unweighted_bce,42,T3_2017,Edema,2436
