run_id,architecture,loss_type,seed,target,metric,point_tdi,point_slope,point_r2,point_p_val,bootstrap_tdi_mean,bootstrap_ci_lower,bootstrap_ci_upper,n_valid_bootstraps
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Cardiomegaly,auroc,0.024222982440673835,-0.024222982440673835,0.9579103058876602,0.13154147285292286,0.02444234034313209,-0.007576791415701165,0.05679507114095172,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Cardiomegaly,auprc,0.011802060263107955,-0.011802060263107955,0.6100505682987989,0.42936125944104103,0.013155229636281176,-0.02713314092930765,0.05709899077432062,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Cardiomegaly,brier_score,0.004608912114705654,0.004608912114705654,0.7323940687062354,0.34613049150189285,0.004554677190274606,0.00015206153946386515,0.00855537107551581,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Cardiomegaly,ece_equal_mass,-0.01078682025211955,-0.01078682025211955,0.8395710263134398,0.2623520203675853,-0.010728479501510825,-0.02272144674520505,0.0015300423764148835,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Cardiomegaly,sensitivity_th0.50,0.04220060117070085,-0.04220060117070085,0.985140945454314,0.07779597964100866,0.04350393146856785,-0.011352917616292313,0.10048608371452522,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Cardiomegaly,specificity_th0.50,0.01119185769091291,-0.01119185769091291,0.6532837271586874,0.40081949671806627,0.010897489750953263,-0.00060470843034806,0.022378560246140093,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Edema,auroc,-0.2539773037564683,0.2539773037564683,1.0,0.0,-0.25606914269338593,-0.5527627834245676,0.04390826646606733,1733
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Edema,auprc,-0.006334426196597116,0.006334426196597116,1.0,0.0,-0.0064720957895880275,-0.018908239213304357,0.00463557201092368,1733
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Edema,brier_score,0.005737458734613746,0.005737458734613746,1.0,0.0,0.005474090747338078,-0.0030689459695772184,0.013906599422989947,1733
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Edema,ece_equal_mass,0.009503919083880374,0.009503919083880374,1.0,0.0,0.009616310133965057,-0.005337316517705861,0.025524162938084273,1733
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Edema,sensitivity_th0.50,-0.46153846153846156,0.46153846153846156,1.0,0.0,-0.46212601232647915,-0.8333333333333334,-0.125,1733
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Edema,specificity_th0.50,0.025411977856064416,-0.025411977856064416,1.0,0.0,0.025310988600749356,0.003949533194121391,0.04691291972672076,1733
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Pleural Effusion,auroc,0.032914169568398044,-0.032914169568398044,0.9684396064714773,0.11370057226933421,0.03233376517186417,-0.0008509785060655027,0.06704816970213857,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Pleural Effusion,auprc,0.05850761531441578,-0.05850761531441578,0.9873815293337646,0.07166400824895679,0.060977444649454184,0.008153271346438899,0.11937916271973929,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Pleural Effusion,brier_score,0.0021785593729958252,0.0021785593729958252,0.6910367483335684,0.3752101161799025,0.002057668543220651,-0.0019907693184115388,0.005890272451887447,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Pleural Effusion,ece_equal_mass,0.011559478749365332,0.011559478749365332,0.9747573640306514,0.10157615012809756,0.011525947055416416,0.002005547300822385,0.020886964509342836,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Pleural Effusion,sensitivity_th0.50,0.05674390968508619,-0.05674390968508619,0.42889754813330955,0.5454191926423297,0.057151714043965816,-0.030544288150671103,0.14171489303773654,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Pleural Effusion,specificity_th0.50,0.010636162474490896,-0.010636162474490896,0.6388939479987917,0.41039875724915775,0.01023065616017771,-0.0051058348482162395,0.024837473983913505,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Pneumonia,auroc,0.017253690082983608,-0.017253690082983608,0.9366198220269022,0.16201490114464945,0.018340318998701605,-0.038945222023311465,0.07656302645822399,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Pneumonia,auprc,0.04292351976043991,-0.04292351976043991,0.9882097021648447,0.06926273468698993,0.04701838533503557,-0.0045910888183880285,0.10655842316018024,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Pneumonia,brier_score,0.0024967080379547507,0.0024967080379547507,0.8849970715509907,0.22025909493527301,0.0024601178137078354,-0.0031977685583020206,0.008061465662800126,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Pneumonia,ece_equal_mass,0.0035648863560088784,0.0035648863560088784,0.9268898025919683,0.17430460434162795,0.0035323980381900136,-0.0037663124167854624,0.011253806423590994,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Pneumonia,sensitivity_th0.50,-0.0,0.0,0.0,1.0,0.002189965088137007,-0.09833892117801694,0.10505668302111197,2000
anchor_resnet50_weighted_bce_seed42,resnet50,weighted_bce,42,Pneumonia,specificity_th0.50,0.006889674917059885,-0.006889674917059885,0.9960115654256906,0.040231893668092475,0.006258480110209435,-0.012494851334942152,0.02411153978242558,2000
