auroc,auprc,prevalence,brier_score,log_loss,ece,ece_equal_width,ece_equal_mass,calibration_slope,calibration_intercept,intercept_in_the_large,sensitivity_th0.50,specificity_th0.50,ppv_th0.50,npv_th0.50,accuracy_th0.50,true_positives,false_positives,true_negatives,false_negatives,run_id,architecture,loss_type,seed,target,stratum,eval_mode,sample_count
0.6114040017484232,0.217528084876615,0.12925851345062256,0.205514058470726,0.6060693860054016,0.23660349335245234,0.23660349335245234,0.23812643189229565,0.300616592168808,-1.7475823163986206,-1.7643198420787887,0.3953488372093023,0.7284234752589183,0.17770034843205576,0.890295358649789,0.685370741482966,51.0,236.0,633.0,78.0,anchor_densenet121_weighted_bce_seed123,densenet121,weighted_bce,123,Pneumonia,pa_view,raw,998
0.6114040017484232,0.217528084876615,0.12925851345062256,0.12110866606235504,0.5690629482269287,0.1072942992310247,0.1072942992310247,0.10729429567744116,0.30036938190460205,-0.548323929309845,2.22640902367373,0.015503875968992248,1.0,1.0,0.8724899598393574,0.872745490981964,2.0,0.0,869.0,127.0,anchor_densenet121_weighted_bce_seed123,densenet121,weighted_bce,123,Pneumonia,pa_view,analytic_corrected,998
0.5436760548741395,0.24093658715480162,0.21334117650985718,0.208858922123909,0.8381342887878418,0.17905894321201482,0.17905894321201482,0.17710096778114368,0.06290145218372345,-1.111247181892395,0.7549711153894858,0.11707988980716254,0.9114680612626074,0.2639751552795031,0.7919506653683869,0.741992359682633,85.0,237.0,2440.0,641.0,anchor_densenet121_weighted_bce_seed123,densenet121,weighted_bce,123,Edema,all_frontal,raw,3403
0.5436760548741395,0.24093658715480162,0.21334117650985718,0.2130528688430786,2.091425657272339,0.2128180706112167,0.2128180706112167,0.2128180681284196,0.06666922569274902,-0.6399590373039246,7.748984564142843,0.0,1.0,,0.7866588304437261,0.7866588304437261,0.0,0.0,2677.0,726.0,anchor_densenet121_weighted_bce_seed123,densenet121,weighted_bce,123,Edema,all_frontal,analytic_corrected,3403
0.5807260774132138,0.3242895630197865,0.26486486196517944,0.23415760695934296,0.9974182844161987,0.19824328288095167,0.19824328288095167,0.19583982911402373,0.1204548105597496,-0.5888801217079163,1.8268892260956717,0.07692307692307693,0.9581447963800905,0.3983739837398374,0.7423312883435583,0.7247401247401247,49.0,74.0,1694.0,588.0,anchor_densenet121_weighted_bce_seed123,densenet121,weighted_bce,123,Edema,ap_view,raw,2405
0.5807260774132138,0.3242895630197865,0.26486486196517944,0.2647143304347992,2.6867711544036865,0.2646976132247899,0.2646976132247899,0.2646072702695327,0.13158804178237915,0.35362187027931213,8.818145252127662,0.0,1.0,,0.7351351351351352,0.7351351351351352,0.0,0.0,1768.0,637.0,anchor_densenet121_weighted_bce_seed123,densenet121,weighted_bce,123,Edema,ap_view,analytic_corrected,2405
0.7194595864080788,0.19440053716244277,0.08917835354804993,0.14789363741874695,0.4542883038520813,0.16550845541209283,0.16550845541209283,0.17305922504133714,0.3910928964614868,-1.869434118270874,-1.87496633623561,0.4044943820224719,0.8206820682068207,0.18090452261306533,0.9336670838548186,0.7835671342685371,36.0,163.0,746.0,53.0,anchor_densenet121_weighted_bce_seed123,densenet121,weighted_bce,123,Edema,pa_view,raw,998
0.7194595864080788,0.19440053716244277,0.08917835354804993,0.08855810016393661,0.6567505598068237,0.0880154476152035,0.0880154476152035,0.0880154472437943,0.3914608657360077,0.8691934943199158,5.120157583291204,0.0,1.0,,0.9108216432865731,0.9108216432865731,0.0,0.0,909.0,89.0,anchor_densenet121_weighted_bce_seed123,densenet121,weighted_bce,123,Edema,pa_view,analytic_corrected,998
0.6600383419197074,0.49432102490622615,0.3217748999595642,0.30479511618614197,0.8722257614135742,0.29229897572438646,0.29229897572438646,0.2877929833201216,0.4199148714542389,-1.068777322769165,-1.6309828509006576,0.7936073059360731,0.389948006932409,0.38164251207729466,0.7992895204262878,0.5198354393182486,869.0,1408.0,900.0,226.0,anchor_densenet121_weighted_bce_seed2026,densenet121,weighted_bce,2026,Pleural Effusion,all_frontal,raw,3403
0.6600383419197074,0.49432102490622615,0.3217748999595642,0.23770125210285187,0.7845293879508972,0.1865681858753549,0.1865681858753549,0.18208789095926245,0.4200029969215393,0.2201051115989685,1.4376116411756985,0.11050228310502283,0.9766031195840554,0.6914285714285714,0.6982651796778191,0.6979136056420805,121.0,54.0,2254.0,974.0,anchor_densenet121_weighted_bce_seed2026,densenet121,weighted_bce,2026,Pleural Effusion,all_frontal,analytic_corrected,3403
0.6384050808494761,0.4897884224532969,0.3580041527748108,0.283291757106781,0.79841548204422,0.2294896070092235,0.2294896070092235,0.22791020447028154,0.3989892303943634,-0.7740676999092102,-1.168635529534361,0.7468060394889663,0.4339378238341969,0.4238628872775214,0.7545045045045045,0.5459459459459459,643.0,874.0,670.0,218.0,anchor_densenet121_weighted_bce_seed2026,densenet121,weighted_bce,2026,Pleural Effusion,ap_view,raw,2405
