analysis_type,architecture,loss_type,seed,stratum_subset,temporal_bin,target,n_total,n_pos,auroc,brier,ece,notes
view_position_stratification,densenet121,unweighted_bce,123,PA,T3_2017,Pleural Effusion,838,18,0.8503048780487805,0.01929269463598018,,Stratified evaluation for ViewPosition=PA
view_position_stratification,densenet121,unweighted_bce,123,AP,T1_2015,Pleural Effusion,192,6,0.8512544802867383,0.028406385553245234,,Stratified evaluation for ViewPosition=AP
view_position_stratification,densenet121,unweighted_bce,123,AP,T2_2016,Pleural Effusion,479,15,0.7081896551724137,0.0299310040812583,,Stratified evaluation for ViewPosition=AP
view_position_stratification,densenet121,unweighted_bce,123,AP,T3_2017,Pleural Effusion,303,5,0.825503355704698,0.015482649902550539,,Stratified evaluation for ViewPosition=AP
view_position_stratification,densenet121,unweighted_bce,123,L,T1_2015,Pleural Effusion,442,20,0.9441943127962085,0.035354726817949,,Stratified evaluation for ViewPosition=L
view_position_stratification,densenet121,unweighted_bce,123,L,T2_2016,Pleural Effusion,894,35,0.8840844836188259,0.03285638626327885,,Stratified evaluation for ViewPosition=L
view_position_stratification,densenet121,unweighted_bce,123,L,T3_2017,Pleural Effusion,537,11,0.8818700311095747,0.019214290870716317,,Stratified evaluation for ViewPosition=L
ece_binning_sensitivity,densenet121,unweighted_bce,123,quantile_bins5,T1_2015,Pleural Effusion,1879,99,,,0.028971848732823068,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,123,quantile_bins5,T2_2016,Pleural Effusion,3987,177,,,0.013088393113981153,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,123,quantile_bins5,T3_2017,Pleural Effusion,2436,85,,,0.010206304917995908,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,123,quantile_bins10,T1_2015,Pleural Effusion,1879,99,,,0.031701601025890785,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,123,quantile_bins10,T2_2016,Pleural Effusion,3987,177,,,0.013681665845196632,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,123,quantile_bins10,T3_2017,Pleural Effusion,2436,85,,,0.011215640885345577,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,123,quantile_bins15,T1_2015,Pleural Effusion,1879,99,,,0.030571104714051167,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,densenet121,unweighted_bce,123,quantile_bins15,T2_2016,Pleural Effusion,3987,177,,,0.014506397350729335,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,densenet121,unweighted_bce,123,quantile_bins15,T3_2017,Pleural Effusion,2436,85,,,0.010839852006656343,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,densenet121,unweighted_bce,123,uniform_bins5,T1_2015,Pleural Effusion,1879,99,,,0.01721882519568453,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,123,uniform_bins5,T2_2016,Pleural Effusion,3987,177,,,0.005948271258080815,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,123,uniform_bins5,T3_2017,Pleural Effusion,2436,85,,,0.003506400902283016,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,123,uniform_bins10,T1_2015,Pleural Effusion,1879,99,,,0.02233271416576065,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,123,uniform_bins10,T2_2016,Pleural Effusion,3987,177,,,0.0059482699074645306,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,123,uniform_bins10,T3_2017,Pleural Effusion,2436,85,,,0.0090859165883123,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,123,uniform_bins15,T1_2015,Pleural Effusion,1879,99,,,0.027592368901247766,ECE sensitivity: uniform binning with M=15
ece_binning_sensitivity,densenet121,unweighted_bce,123,uniform_bins15,T2_2016,Pleural Effusion,3987,177,,,0.00903236281088429,ECE sensitivity: uniform binning with M=15
ece_binning_sensitivity,densenet121,unweighted_bce,123,uniform_bins15,T3_2017,Pleural Effusion,2436,85,,,0.008961401494412586,ECE sensitivity: uniform binning with M=15
view_position_stratification,resnet50,unweighted_bce,42,PA,T1_2015,Pleural Effusion,646,21,0.9773714285714286,0.021540347058774764,,Stratified evaluation for ViewPosition=PA
view_position_stratification,resnet50,unweighted_bce,42,PA,T2_2016,Pleural Effusion,1379,38,0.9339456022606852,0.021798272780971316,,Stratified evaluation for ViewPosition=PA
view_position_stratification,resnet50,unweighted_bce,42,PA,T3_2017,Pleural Effusion,838,18,0.7892615176151762,0.02015526547116618,,Stratified evaluation for ViewPosition=PA
view_position_stratification,resnet50,unweighted_bce,42,AP,T1_2015,Pleural Effusion,192,6,0.8611111111111112,0.02820070850204918,,Stratified evaluation for ViewPosition=AP
view_position_stratification,resnet50,unweighted_bce,42,AP,T2_2016,Pleural Effusion,479,15,0.6612787356321839,0.03001351732749152,,Stratified evaluation for ViewPosition=AP
view_position_stratification,resnet50,unweighted_bce,42,AP,T3_2017,Pleural Effusion,303,5,0.8651006711409396,0.014569646591077103,,Stratified evaluation for ViewPosition=AP
view_position_stratification,resnet50,unweighted_bce,42,L,T1_2015,Pleural Effusion,442,20,0.9359004739336493,0.02991237225961614,,Stratified evaluation for ViewPosition=L
view_position_stratification,resnet50,unweighted_bce,42,L,T2_2016,Pleural Effusion,894,35,0.8983535672709131,0.03040111006749088,,Stratified evaluation for ViewPosition=L
view_position_stratification,resnet50,unweighted_bce,42,L,T3_2017,Pleural Effusion,537,11,0.8796232284825442,0.018996953796348113,,Stratified evaluation for ViewPosition=L
ece_binning_sensitivity,resnet50,unweighted_bce,42,quantile_bins5,T1_2015,Pleural Effusion,1879,99,,,0.013966956083549305,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,42,quantile_bins5,T2_2016,Pleural Effusion,3987,177,,,0.006773817439086815,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,42,quantile_bins5,T3_2017,Pleural Effusion,2436,85,,,0.012035456478782305,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,42,quantile_bins10,T1_2015,Pleural Effusion,1879,99,,,0.014101161396146037,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,42,quantile_bins10,T2_2016,Pleural Effusion,3987,177,,,0.010176565747255414,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,42,quantile_bins10,T3_2017,Pleural Effusion,2436,85,,,0.012067227044812983,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,42,quantile_bins15,T1_2015,Pleural Effusion,1879,99,,,0.014359502687820661,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,resnet50,unweighted_bce,42,quantile_bins15,T2_2016,Pleural Effusion,3987,177,,,0.012761174145621092,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,resnet50,unweighted_bce,42,quantile_bins15,T3_2017,Pleural Effusion,2436,85,,,0.012227045504846018,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,resnet50,unweighted_bce,42,uniform_bins5,T1_2015,Pleural Effusion,1879,99,,,0.016062585346523658,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,42,uniform_bins5,T2_2016,Pleural Effusion,3987,177,,,0.012831401879704621,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,42,uniform_bins5,T3_2017,Pleural Effusion,2436,85,,,0.004105338175308528,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,42,uniform_bins10,T1_2015,Pleural Effusion,1879,99,,,0.016062584959918223,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,42,uniform_bins10,T2_2016,Pleural Effusion,3987,177,,,0.012831398108397132,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,42,uniform_bins10,T3_2017,Pleural Effusion,2436,85,,,0.008625613867300631,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,42,uniform_bins15,T1_2015,Pleural Effusion,1879,99,,,0.016797448384529453,ECE sensitivity: uniform binning with M=15
ece_binning_sensitivity,resnet50,unweighted_bce,42,uniform_bins15,T2_2016,Pleural Effusion,3987,177,,,0.013713618434436765,ECE sensitivity: uniform binning with M=15
ece_binning_sensitivity,resnet50,unweighted_bce,42,uniform_bins15,T3_2017,Pleural Effusion,2436,85,,,0.009554783827418766,ECE sensitivity: uniform binning with M=15
view_position_stratification,densenet121,unweighted_bce,2026,PA,T1_2015,Pleural Effusion,646,21,0.9595428571428571,0.020006768870763456,,Stratified evaluation for ViewPosition=PA
view_position_stratification,densenet121,unweighted_bce,2026,PA,T2_2016,Pleural Effusion,1379,38,0.9431983201852506,0.02001873968201325,,Stratified evaluation for ViewPosition=PA
view_position_stratification,densenet121,unweighted_bce,2026,PA,T3_2017,Pleural Effusion,838,18,0.8306233062330624,0.01897061976681547,,Stratified evaluation for ViewPosition=PA
view_position_stratification,densenet121,unweighted_bce,2026,AP,T1_2015,Pleural Effusion,192,6,0.8212365591397849,0.027568202768198897,,Stratified evaluation for ViewPosition=AP
view_position_stratification,densenet121,unweighted_bce,2026,AP,T2_2016,Pleural Effusion,479,15,0.8075431034482761,0.028312857824975578,,Stratified evaluation for ViewPosition=AP
view_position_stratification,densenet121,unweighted_bce,2026,AP,T3_2017,Pleural Effusion,303,5,0.8640939597315436,0.014588903753347116,,Stratified evaluation for ViewPosition=AP
view_position_stratification,densenet121,unweighted_bce,2026,L,T1_2015,Pleural Effusion,442,20,0.902132701421801,0.03236026950194777,,Stratified evaluation for ViewPosition=L
view_position_stratification,densenet121,unweighted_bce,2026,L,T2_2016,Pleural Effusion,894,35,0.907300848162315,0.031453990557760485,,Stratified evaluation for ViewPosition=L
view_position_stratification,densenet121,unweighted_bce,2026,L,T3_2017,Pleural Effusion,537,11,0.8874006221914967,0.019378717698217113,,Stratified evaluation for ViewPosition=L
ece_binning_sensitivity,densenet121,unweighted_bce,2026,quantile_bins5,T1_2015,Pleural Effusion,1879,99,,,0.016773205704515192,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,2026,quantile_bins5,T2_2016,Pleural Effusion,3987,177,,,0.0043135751249020575,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,2026,quantile_bins5,T3_2017,Pleural Effusion,2436,85,,,0.004499480248622333,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,2026,quantile_bins10,T1_2015,Pleural Effusion,1879,99,,,0.016773203854880805,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,2026,quantile_bins10,T2_2016,Pleural Effusion,3987,177,,,0.006345572167374931,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,2026,quantile_bins10,T3_2017,Pleural Effusion,2436,85,,,0.008637815197659824,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,2026,quantile_bins15,T1_2015,Pleural Effusion,1879,99,,,0.01845590616023726,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,densenet121,unweighted_bce,2026,quantile_bins15,T2_2016,Pleural Effusion,3987,177,,,0.010834651791747796,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,densenet121,unweighted_bce,2026,quantile_bins15,T3_2017,Pleural Effusion,2436,85,,,0.008579045145891681,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,densenet121,unweighted_bce,2026,uniform_bins5,T1_2015,Pleural Effusion,1879,99,,,0.01369223222255453,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,2026,uniform_bins5,T2_2016,Pleural Effusion,3987,177,,,0.011498659297894918,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,2026,uniform_bins5,T3_2017,Pleural Effusion,2436,85,,,0.006214102291255847,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,2026,uniform_bins10,T1_2015,Pleural Effusion,1879,99,,,0.015066016015377116,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,2026,uniform_bins10,T2_2016,Pleural Effusion,3987,177,,,0.013578368709190224,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,2026,uniform_bins10,T3_2017,Pleural Effusion,2436,85,,,0.006586336217245641,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,2026,uniform_bins15,T1_2015,Pleural Effusion,1879,99,,,0.016846527385130372,ECE sensitivity: uniform binning with M=15
ece_binning_sensitivity,densenet121,unweighted_bce,2026,uniform_bins15,T2_2016,Pleural Effusion,3987,177,,,0.014164447238991624,ECE sensitivity: uniform binning with M=15
ece_binning_sensitivity,densenet121,unweighted_bce,2026,uniform_bins15,T3_2017,Pleural Effusion,2436,85,,,0.008620531106679678,ECE sensitivity: uniform binning with M=15
view_position_stratification,densenet121,unweighted_bce,42,PA,T1_2015,Pleural Effusion,646,21,0.9644571428571429,0.018533740233481436,,Stratified evaluation for ViewPosition=PA
view_position_stratification,densenet121,unweighted_bce,42,PA,T2_2016,Pleural Effusion,1379,38,0.9122807017543859,0.021580783167737264,,Stratified evaluation for ViewPosition=PA
view_position_stratification,densenet121,unweighted_bce,42,PA,T3_2017,Pleural Effusion,838,18,0.8587737127371274,0.020058937873824623,,Stratified evaluation for ViewPosition=PA
view_position_stratification,densenet121,unweighted_bce,42,AP,T1_2015,Pleural Effusion,192,6,0.8714157706093191,0.026617942381058638,,Stratified evaluation for ViewPosition=AP
view_position_stratification,densenet121,unweighted_bce,42,AP,T2_2016,Pleural Effusion,479,15,0.7038793103448275,0.027046317642001085,,Stratified evaluation for ViewPosition=AP
view_position_stratification,densenet121,unweighted_bce,42,AP,T3_2017,Pleural Effusion,303,5,0.9389261744966443,0.011734881438169564,,Stratified evaluation for ViewPosition=AP
view_position_stratification,densenet121,unweighted_bce,42,L,T1_2015,Pleural Effusion,442,20,0.9351303317535545,0.03080597297166821,,Stratified evaluation for ViewPosition=L
view_position_stratification,densenet121,unweighted_bce,42,L,T2_2016,Pleural Effusion,894,35,0.9100116414435391,0.0301518207490976,,Stratified evaluation for ViewPosition=L
view_position_stratification,densenet121,unweighted_bce,42,L,T3_2017,Pleural Effusion,537,11,0.9262011752506049,0.016740147003164063,,Stratified evaluation for ViewPosition=L
ece_binning_sensitivity,densenet121,unweighted_bce,42,quantile_bins5,T1_2015,Pleural Effusion,1879,99,,,0.021032029741845537,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,42,quantile_bins5,T2_2016,Pleural Effusion,3987,177,,,0.01118634527529059,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,42,quantile_bins5,T3_2017,Pleural Effusion,2436,85,,,0.00506540025074581,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,42,quantile_bins10,T1_2015,Pleural Effusion,1879,99,,,0.021032031957175214,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,42,quantile_bins10,T2_2016,Pleural Effusion,3987,177,,,0.011400066052101943,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,42,quantile_bins10,T3_2017,Pleural Effusion,2436,85,,,0.0074434487674876005,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,42,quantile_bins15,T1_2015,Pleural Effusion,1879,99,,,0.02125692217334422,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,densenet121,unweighted_bce,42,quantile_bins15,T2_2016,Pleural Effusion,3987,177,,,0.012396457023965465,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,densenet121,unweighted_bce,42,quantile_bins15,T3_2017,Pleural Effusion,2436,85,,,0.010590869525052938,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,densenet121,unweighted_bce,42,uniform_bins5,T1_2015,Pleural Effusion,1879,99,,,0.025258709593790524,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,42,uniform_bins5,T2_2016,Pleural Effusion,3987,177,,,0.018536583438482024,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,42,uniform_bins5,T3_2017,Pleural Effusion,2436,85,,,0.011217093718741303,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,densenet121,unweighted_bce,42,uniform_bins10,T1_2015,Pleural Effusion,1879,99,,,0.025949669899265296,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,42,uniform_bins10,T2_2016,Pleural Effusion,3987,177,,,0.018712294679709716,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,42,uniform_bins10,T3_2017,Pleural Effusion,2436,85,,,0.01382245528335838,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,densenet121,unweighted_bce,42,uniform_bins15,T1_2015,Pleural Effusion,1879,99,,,0.026404933637169652,ECE sensitivity: uniform binning with M=15
ece_binning_sensitivity,densenet121,unweighted_bce,42,uniform_bins15,T2_2016,Pleural Effusion,3987,177,,,0.020532631416435312,ECE sensitivity: uniform binning with M=15
ece_binning_sensitivity,densenet121,unweighted_bce,42,uniform_bins15,T3_2017,Pleural Effusion,2436,85,,,0.015944629623164685,ECE sensitivity: uniform binning with M=15
view_position_stratification,resnet50,unweighted_bce,2026,PA,T1_2015,Pleural Effusion,646,21,0.9692571428571428,0.02260285091204657,,Stratified evaluation for ViewPosition=PA
view_position_stratification,resnet50,unweighted_bce,2026,PA,T2_2016,Pleural Effusion,1379,38,0.9418050158954434,0.02094414255623718,,Stratified evaluation for ViewPosition=PA
view_position_stratification,resnet50,unweighted_bce,2026,PA,T3_2017,Pleural Effusion,838,18,0.8544376693766937,0.018995663073679343,,Stratified evaluation for ViewPosition=PA
view_position_stratification,resnet50,unweighted_bce,2026,AP,T1_2015,Pleural Effusion,192,6,0.7737455197132617,0.029958714691066063,,Stratified evaluation for ViewPosition=AP
view_position_stratification,resnet50,unweighted_bce,2026,AP,T2_2016,Pleural Effusion,479,15,0.8489224137931034,0.028203117078572103,,Stratified evaluation for ViewPosition=AP
view_position_stratification,resnet50,unweighted_bce,2026,AP,T3_2017,Pleural Effusion,303,5,0.8718120805369127,0.01488165367691567,,Stratified evaluation for ViewPosition=AP
view_position_stratification,resnet50,unweighted_bce,2026,L,T1_2015,Pleural Effusion,442,20,0.9405805687203791,0.030229499568839868,,Stratified evaluation for ViewPosition=L
view_position_stratification,resnet50,unweighted_bce,2026,L,T2_2016,Pleural Effusion,894,35,0.889273241310494,0.03138670345492328,,Stratified evaluation for ViewPosition=L
view_position_stratification,resnet50,unweighted_bce,2026,L,T3_2017,Pleural Effusion,537,11,0.8931904597303837,0.01833653401625529,,Stratified evaluation for ViewPosition=L
ece_binning_sensitivity,resnet50,unweighted_bce,2026,quantile_bins5,T1_2015,Pleural Effusion,1879,99,,,0.012068909244981612,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,2026,quantile_bins5,T2_2016,Pleural Effusion,3987,177,,,0.0036485455262750114,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,2026,quantile_bins5,T3_2017,Pleural Effusion,2436,85,,,0.01063192056746976,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,2026,quantile_bins10,T1_2015,Pleural Effusion,1879,99,,,0.012535687257570946,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,2026,quantile_bins10,T2_2016,Pleural Effusion,3987,177,,,0.010410570242743639,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,2026,quantile_bins10,T3_2017,Pleural Effusion,2436,85,,,0.011029210155340422,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,2026,quantile_bins15,T1_2015,Pleural Effusion,1879,99,,,0.013441700207513368,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,resnet50,unweighted_bce,2026,quantile_bins15,T2_2016,Pleural Effusion,3987,177,,,0.008242780664643255,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,resnet50,unweighted_bce,2026,quantile_bins15,T3_2017,Pleural Effusion,2436,85,,,0.011273631279414411,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,resnet50,unweighted_bce,2026,uniform_bins5,T1_2015,Pleural Effusion,1879,99,,,0.01003224876505571,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,2026,uniform_bins5,T2_2016,Pleural Effusion,3987,177,,,0.006936553121921201,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,2026,uniform_bins5,T3_2017,Pleural Effusion,2436,85,,,0.008182706684485836,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,2026,uniform_bins10,T1_2015,Pleural Effusion,1879,99,,,0.011205442497598927,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,2026,uniform_bins10,T2_2016,Pleural Effusion,3987,177,,,0.008673893764768294,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,2026,uniform_bins10,T3_2017,Pleural Effusion,2436,85,,,0.008182706177152069,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,2026,uniform_bins15,T1_2015,Pleural Effusion,1879,99,,,0.01078580568101953,ECE sensitivity: uniform binning with M=15
ece_binning_sensitivity,resnet50,unweighted_bce,2026,uniform_bins15,T2_2016,Pleural Effusion,3987,177,,,0.00894473914331718,ECE sensitivity: uniform binning with M=15
ece_binning_sensitivity,resnet50,unweighted_bce,2026,uniform_bins15,T3_2017,Pleural Effusion,2436,85,,,0.008182707758030086,ECE sensitivity: uniform binning with M=15
view_position_stratification,resnet50,unweighted_bce,123,PA,T1_2015,Pleural Effusion,646,21,0.9236190476190476,0.02650960386390153,,Stratified evaluation for ViewPosition=PA
view_position_stratification,resnet50,unweighted_bce,123,PA,T2_2016,Pleural Effusion,1379,38,0.854291769692688,0.025177491003034017,,Stratified evaluation for ViewPosition=PA
view_position_stratification,resnet50,unweighted_bce,123,PA,T3_2017,Pleural Effusion,838,18,0.7907859078590787,0.020693357452883396,,Stratified evaluation for ViewPosition=PA
view_position_stratification,resnet50,unweighted_bce,123,AP,T1_2015,Pleural Effusion,192,6,0.8369175627240144,0.029420953078863527,,Stratified evaluation for ViewPosition=AP
view_position_stratification,resnet50,unweighted_bce,123,AP,T2_2016,Pleural Effusion,479,15,0.6254310344827587,0.03061190649447216,,Stratified evaluation for ViewPosition=AP
view_position_stratification,resnet50,unweighted_bce,123,AP,T3_2017,Pleural Effusion,303,5,0.7939597315436241,0.016604407125176572,,Stratified evaluation for ViewPosition=AP
view_position_stratification,resnet50,unweighted_bce,123,L,T1_2015,Pleural Effusion,442,20,0.9387440758293839,0.03485495671918542,,Stratified evaluation for ViewPosition=L
view_position_stratification,resnet50,unweighted_bce,123,L,T2_2016,Pleural Effusion,894,35,0.8314485281889239,0.03483370966463273,,Stratified evaluation for ViewPosition=L
view_position_stratification,resnet50,unweighted_bce,123,L,T3_2017,Pleural Effusion,537,11,0.8366747321119945,0.019417209904869906,,Stratified evaluation for ViewPosition=L
ece_binning_sensitivity,resnet50,unweighted_bce,123,quantile_bins5,T1_2015,Pleural Effusion,1879,99,,,0.02154708357960057,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,123,quantile_bins5,T2_2016,Pleural Effusion,3987,177,,,0.00855118824845983,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,123,quantile_bins5,T3_2017,Pleural Effusion,2436,85,,,0.016590770875747594,ECE sensitivity: quantile binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,123,quantile_bins10,T1_2015,Pleural Effusion,1879,99,,,0.02154708223094239,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,123,quantile_bins10,T2_2016,Pleural Effusion,3987,177,,,0.009786828243644808,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,123,quantile_bins10,T3_2017,Pleural Effusion,2436,85,,,0.016711713499213725,ECE sensitivity: quantile binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,123,quantile_bins15,T1_2015,Pleural Effusion,1879,99,,,0.02310501769117658,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,resnet50,unweighted_bce,123,quantile_bins15,T2_2016,Pleural Effusion,3987,177,,,0.011209730609946823,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,resnet50,unweighted_bce,123,quantile_bins15,T3_2017,Pleural Effusion,2436,85,,,0.017358401947202118,ECE sensitivity: quantile binning with M=15
ece_binning_sensitivity,resnet50,unweighted_bce,123,uniform_bins5,T1_2015,Pleural Effusion,1879,99,,,0.01638853899289979,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,123,uniform_bins5,T2_2016,Pleural Effusion,3987,177,,,0.008796492588230027,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,123,uniform_bins5,T3_2017,Pleural Effusion,2436,85,,,0.017654561555419845,ECE sensitivity: uniform binning with M=5
ece_binning_sensitivity,resnet50,unweighted_bce,123,uniform_bins10,T1_2015,Pleural Effusion,1879,99,,,0.022763259066025932,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,123,uniform_bins10,T2_2016,Pleural Effusion,3987,177,,,0.009550742074335192,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,123,uniform_bins10,T3_2017,Pleural Effusion,2436,85,,,0.01786782805332287,ECE sensitivity: uniform binning with M=10
ece_binning_sensitivity,resnet50,unweighted_bce,123,uniform_bins15,T1_2015,Pleural Effusion,1879,99,,,0.021547082583100282,ECE sensitivity: uniform binning with M=15
ece_binning_sensitivity,resnet50,unweighted_bce,123,uniform_bins15,T2_2016,Pleural Effusion,3987,177,,,0.010047759337980019,ECE sensitivity: uniform binning with M=15
ece_binning_sensitivity,resnet50,unweighted_bce,123,uniform_bins15,T3_2017,Pleural Effusion,2436,85,,,0.01976433741609292,ECE sensitivity: uniform binning with M=15
model_estimand_ensemble,densenet121,unweighted_bce,ensemble_3seeds,ensemble,T1_2015,Pleural Effusion,1879,99,0.9449211213256157,0.03555694943498247,0.026132167369511898,Ensemble estimand: probability averaged across 3 seeds; canonical image_id join
model_estimand_ensemble,densenet121,unweighted_bce,ensemble_3seeds,ensemble,T2_2016,Pleural Effusion,3987,177,0.9030739801592598,0.03412156914800531,0.010097839005802089,Ensemble estimand: probability averaged across 3 seeds; canonical image_id join
model_estimand_ensemble,densenet121,unweighted_bce,ensemble_3seeds,ensemble,T3_2017,Pleural Effusion,2436,85,0.880551454950334,0.026767430662067937,0.00402119791988522,Ensemble estimand: probability averaged across 3 seeds; canonical image_id join
