architecture,loss_type,seed,target,temporal_bin,eval_mode,calibration_method,brier_score,log_loss,ece_equal_mass,ece_equal_width,auroc,auprc,calibration_slope,calibration_intercept,n_total,n_pos,prevalence,pos_weight
resnet50,unweighted_bce,123,Pleural Effusion,T2_2016,out_of_sample_prospective,platt,0.040370814190342656,0.1509122554318395,0.01901482195103296,0.018704398584149604,0.8426264513545976,0.2453958936950956,0.696138639676712,-0.8702894954730406,3987,177,0.04439428141459744,1.0
resnet50,unweighted_bce,123,Pleural Effusion,T3_2017,out_of_sample_prospective,raw,0.02931398920469084,0.12075188962717594,0.016688683407894832,0.01786782984329217,0.8424099882402982,0.29056217256657607,1.25035725137181,0.10500835780668163,2436,85,0.03489326765188834,1.0
resnet50,unweighted_bce,123,Pleural Effusion,T3_2017,out_of_sample_prospective,temperature,0.02900035772059713,0.11770170970649696,0.010371348560562026,0.01085552496099798,0.8424099882402982,0.29056217256657607,1.1473357602827985,0.10544277383244556,2436,85,0.03489326765188834,1.0
resnet50,unweighted_bce,123,Pleural Effusion,T3_2017,out_of_sample_prospective,offset,0.02944855671604634,0.12184721748716715,0.019384507278610026,0.02087427650004893,0.8424099882402982,0.29056217256657607,1.2505085873803903,0.025923723042465756,2436,85,0.03489326765188834,1.0
resnet50,unweighted_bce,123,Pleural Effusion,T3_2017,out_of_sample_prospective,platt,0.030896294640534887,0.12338641605595134,0.024810722472193743,0.0184855386703128,0.8424099882402982,0.29056217256657607,0.7664672919330557,-0.9534841817218749,2436,85,0.03489326765188834,1.0
resnet50,unweighted_bce,2026,Pleural Effusion,T1_2015,out_of_sample_cross_fitted,raw,0.035415647340420735,0.12215334225639636,0.01254240788064104,0.011205440094668888,0.9367041198501873,0.48264262460417917,1.1281076288564682,0.5464006061444291,1879,99,0.05268759978712081,1.0
resnet50,unweighted_bce,2026,Pleural Effusion,T1_2015,out_of_sample_cross_fitted,temperature,0.03535553086560614,0.12258573417914263,0.012884443487758176,0.008458827656693972,0.934996027692657,0.47969572574272823,1.1691783937795428,0.5278101294887565,1879,99,0.05268759978712081,1.0
resnet50,unweighted_bce,2026,Pleural Effusion,T1_2015,out_of_sample_cross_fitted,offset,0.034836403229201514,0.12121907085148631,0.006257356198534786,0.008600175727681677,0.9356713199409827,0.47652607300404526,1.1196719555077657,0.2076838379583553,1879,99,0.05268759978712081,1.0
resnet50,unweighted_bce,2026,Pleural Effusion,T1_2015,out_of_sample_cross_fitted,platt,0.03503644919899375,0.12150809721981867,0.004624085008249398,0.009459514603994303,0.9351208716377255,0.4656675621932,0.9831619405157304,-0.013411850455803342,1879,99,0.05268759978712081,1.0
resnet50,unweighted_bce,2026,Pleural Effusion,T2_2016,out_of_sample_prospective,raw,0.03542289515909275,0.1277235389789651,0.010393262335435909,0.00867389481602345,0.8988203805032845,0.31593448099071203,0.8783624997653345,-0.28548419811685827,3987,177,0.04439428141459744,1.0
resnet50,unweighted_bce,2026,Pleural Effusion,T2_2016,out_of_sample_prospective,temperature,0.03541478943704337,0.12760175664962742,0.010603043634628006,0.006228209180988264,0.8988203805032845,0.31593448099071203,0.9196502419773691,-0.2841042629970696,3987,177,0.04439428141459744,1.0
resnet50,unweighted_bce,2026,Pleural Effusion,T2_2016,out_of_sample_prospective,offset,0.03640688010545194,0.1298424104735769,0.014843470152130655,0.01272893357045102,0.8988203805032845,0.31593448099071203,0.8781851144220701,-0.5465628419586764,3987,177,0.04439428141459744,1.0
resnet50,unweighted_bce,2026,Pleural Effusion,T2_2016,out_of_sample_prospective,platt,0.037428036959724235,0.13202684995091468,0.01795058059281945,0.015403310427451274,0.8988203805032845,0.31593448099071203,0.7785932643026076,-0.7097714620102911,3987,177,0.04439428141459744,1.0
resnet50,unweighted_bce,2026,Pleural Effusion,T3_2017,out_of_sample_prospective,raw,0.027329765163340944,0.10745332278771777,0.011005680047171552,0.008182707379274283,0.8804038331623589,0.3601078255854848,0.8924616895379951,-0.43314475239502537,2436,85,0.03489326765188834,1.0
resnet50,unweighted_bce,2026,Pleural Effusion,T3_2017,out_of_sample_prospective,temperature,0.027435826093486698,0.1078447900744446,0.013285125752362396,0.011045447298176162,0.8804038331623589,0.3601078255854848,0.9338068534672479,-0.43564556070682614,2436,85,0.03489326765188834,1.0
resnet50,unweighted_bce,2026,Pleural Effusion,T3_2017,out_of_sample_prospective,offset,0.028419162040782008,0.11080385296243604,0.02019742436618239,0.0176726151140221,0.8804038331623589,0.3601078255854848,0.8916639484680573,-0.7021841262335974,2436,85,0.03489326765188834,1.0
resnet50,unweighted_bce,2026,Pleural Effusion,T3_2017,out_of_sample_prospective,platt,0.029155700798719066,0.11246714788509568,0.020779501996542216,0.016396060979822696,0.8804038331623589,0.3601078255854848,0.7894988798379005,-0.8694193935361314,2436,85,0.03489326765188834,1.0
resnet50,unweighted_bce,ensemble,Pleural Effusion,T1_2015,out_of_sample_cross_fitted,raw,0.03606656817304478,0.12408168017976925,0.01957115002508695,0.016199321654671407,0.94117012824878,0.4744832353251277,1.406105044363499,1.0499380755181298,1879,99,0.05268759978712081,1.0
resnet50,unweighted_bce,ensemble,Pleural Effusion,T1_2015,out_of_sample_cross_fitted,temperature,0.03607993911379757,0.12389637655109823,0.017856437231307355,0.01644174535147088,0.9410225854046079,0.47392089861031744,1.4164315753681131,1.0293157009067355,1879,99,0.05268759978712081,1.0
resnet50,unweighted_bce,ensemble,Pleural Effusion,T1_2015,out_of_sample_cross_fitted,offset,0.0351796892340671,0.1227670006535544,0.014182200056656786,0.01646485575972157,0.9413006469186245,0.46671136808673896,1.3755690474030937,0.6781826184837032,1879,99,0.05268759978712081,1.0
resnet50,unweighted_bce,ensemble,Pleural Effusion,T1_2015,out_of_sample_cross_fitted,platt,0.03506621611189422,0.12024952728691436,0.006917512725893667,0.012281995402529963,0.9400749063670412,0.45192043726204795,1.1484347122776992,0.25354633536794696,1879,99,0.05268759978712081,1.0
resnet50,unweighted_bce,ensemble,Pleural Effusion,T2_2016,out_of_sample_prospective,raw,0.035078581058204265,0.12876965770124915,0.006139789816232854,0.005360155363376589,0.8948159022495069,0.32146384839981035,1.087275987011838,0.12062137754865287,3987,177,0.04439428141459744,1.0
resnet50,unweighted_bce,ensemble,Pleural Effusion,T2_2016,out_of_sample_prospective,temperature,0.03505271568948786,0.12819046362243158,0.005671957283768,0.005834297810603555,0.8969067425893799,0.32254365467140594,1.1011364015690122,0.12028520770993188,3987,177,0.04439428141459744,1.0
resnet50,unweighted_bce,ensemble,Pleural Effusion,T2_2016,out_of_sample_prospective,offset,0.035352606727162075,0.12967656589620427,0.011140625652447934,0.011140625652447934,0.8964099826504737,0.3237779291706015,1.0733334562208405,-0.15514528993673382,3987,177,0.04439428141459744,1.0
resnet50,unweighted_bce,ensemble,Pleural Effusion,T2_2016,out_of_sample_prospective,platt,0.03632696981718052,0.13029731263551125,0.012780901599859267,0.011491753771099233,0.8961742070376797,0.320598964535062,0.8953389680155822,-0.4899408553377768,3987,177,0.04439428141459744,1.0
resnet50,unweighted_bce,ensemble,Pleural Effusion,T3_2017,out_of_sample_prospective,raw,0.027243782080451993,0.10867710653800271,0.010902136651568878,0.013641005520022979,0.8695774013561188,0.3404533330052391,1.0944743806294812,-0.07657094116142524,2436,85,0.03489326765188834,1.0
resnet50,unweighted_bce,ensemble,Pleural Effusion,T3_2017,out_of_sample_prospective,temperature,0.02728313313879021,0.1089031901602949,0.010723620887781192,0.014159250747618559,0.8712187554732655,0.34184936076259015,1.0973830405637057,-0.0957295674404492,2436,85,0.03489326765188834,1.0
resnet50,unweighted_bce,ensemble,Pleural Effusion,T3_2017,out_of_sample_prospective,offset,0.027747823790491292,0.11129108066278487,0.018876815932104028,0.020006205820587125,0.8704881527259989,0.34219223592887393,1.0754884193037986,-0.36310369464172976,2436,85,0.03489326765188834,1.0
resnet50,unweighted_bce,ensemble,Pleural Effusion,T3_2017,out_of_sample_prospective,platt,0.028420482111942282,0.11237220620405479,0.02035186044245591,0.017244439667476328,0.8715540320764631,0.34540395351225506,0.889102801088136,-0.7099210058983352,2436,85,0.03489326765188834,1.0
resnet50,unweighted_bce,42,Pneumonia,T1_2015,out_of_sample_cross_fitted,raw,0.023597987125440395,0.09564326700078288,0.007574659515848428,0.004230456049072317,0.8622744669218152,0.19305838479162699,0.8677227799197661,-0.46400972918536265,1879,50,0.026609898882384245,1.0
resnet50,unweighted_bce,42,Pneumonia,T1_2015,out_of_sample_cross_fitted,temperature,0.02363137591633268,0.09623721370414666,0.0071349200512170925,0.00443307957017469,0.8591580098414434,0.1916540173311774,0.8470729220249864,-0.4982361411690338,1879,50,0.026609898882384245,1.0
resnet50,unweighted_bce,42,Pneumonia,T1_2015,out_of_sample_cross_fitted,offset,0.023812624536021634,0.09650177807975732,0.004535483311907058,0.003963473088105821,0.8600437397484965,0.17772096155888475,0.8447304648931323,-0.39718380943654474,1879,50,0.026609898882384245,1.0
resnet50,unweighted_bce,42,Pneumonia,T1_2015,out_of_sample_cross_fitted,platt,0.024135738263357756,0.09784767507485559,0.006379608296945617,0.004916028369089975,0.8540623291416074,0.14281475211872904,0.9301928690460897,-0.18300775872574315,1879,50,0.026609898882384245,1.0
resnet50,unweighted_bce,42,Pneumonia,T2_2016,out_of_sample_prospective,raw,0.018857760500626257,0.08013220786590307,0.01079376399100438,0.009401637700293387,0.8594541544122412,0.12033235912868005,0.8552564209684635,-0.7959125727341675,3987,79,0.01981439678956609,1.0
resnet50,unweighted_bce,42,Pneumonia,T2_2016,out_of_sample_prospective,temperature,0.018823887141490317,0.07995392613938569,0.010347952699580353,0.008749484805902163,0.8594541544122412,0.12033235912868005,0.8461416269435654,-0.7942931695432667,3987,79,0.01981439678956609,1.0
resnet50,unweighted_bce,42,Pneumonia,T2_2016,out_of_sample_prospective,offset,0.018559052259681245,0.07899310616572347,0.008079235412770227,0.005858450128839361,0.8594541544122412,0.12033235912868005,0.8560886867047725,-0.6631710525447353,3987,79,0.01981439678956609,1.0
resnet50,unweighted_bce,42,Pneumonia,T2_2016,out_of_sample_prospective,platt,0.018368151457888563,0.07867404818638453,0.0069418716243428175,0.006113623488737375,0.8594541544122412,0.12033235912868005,0.9871866699282631,-0.3317371791018934,3987,79,0.01981439678956609,1.0
resnet50,unweighted_bce,42,Pneumonia,T3_2017,out_of_sample_prospective,raw,0.019045982418765175,0.07796240194988678,0.008945058970389427,0.008088351813681241,0.8846982397317686,0.16194001364667546,0.9610789636439261,-0.45192834697160106,2436,50,0.020525451559934318,1.0
resnet50,unweighted_bce,42,Pneumonia,T3_2017,out_of_sample_prospective,temperature,0.0190209424017246,0.07778588019703718,0.008515033127020673,0.006952553068009509,0.8846982397317686,0.16194001364667546,0.9499817555142452,-0.45415591092947777,2436,50,0.020525451559934318,1.0
resnet50,unweighted_bce,42,Pneumonia,T3_2017,out_of_sample_prospective,offset,0.018830928097287744,0.07708565369218853,0.006413814617399753,0.004163449801446601,0.8846982397317686,0.16194001364667546,0.9614188959039919,-0.3085029551353056,2436,50,0.020525451559934318,1.0
resnet50,unweighted_bce,42,Pneumonia,T3_2017,out_of_sample_prospective,platt,0.018704520915174935,0.07727642984908938,0.005668132543879381,0.004862449789054785,0.8846982397317686,0.16194001364667546,1.1086757732781314,0.06496186693192654,2436,50,0.020525451559934318,1.0
resnet50,unweighted_bce,123,Pneumonia,T1_2015,out_of_sample_cross_fitted,raw,0.02488542939397803,0.10613361694907766,0.013485183929497508,0.011114154099734866,0.8270913067249863,0.14170405977935957,1.405091953659745,2.0273140583875344,1879,50,0.026609898882384245,1.0
resnet50,unweighted_bce,123,Pneumonia,T1_2015,out_of_sample_cross_fitted,temperature,0.02464435801350922,0.10476955358472487,0.01409036274239025,0.0028108669388120493,0.8202241662110441,0.1321082226431731,1.5292141771666756,1.8253076913841395,1879,50,0.026609898882384245,1.0
resnet50,unweighted_bce,123,Pneumonia,T1_2015,out_of_sample_cross_fitted,offset,0.02454297588115876,0.10396773658715894,0.010625387116687646,0.0007533076630191603,0.8197867687260799,0.12302477302453317,1.325739100868965,0.9926392379391685,1879,50,0.026609898882384245,1.0
resnet50,unweighted_bce,123,Pneumonia,T1_2015,out_of_sample_cross_fitted,platt,0.024787766188277452,0.10361870574032202,0.005348718148446809,0.003171430152028269,0.8191634773100054,0.11334988938256321,0.9296675440929882,-0.2019983326754401,1879,50,0.026609898882384245,1.0
resnet50,unweighted_bce,123,Pneumonia,T2_2016,out_of_sample_prospective,raw,0.018733992698651232,0.0823233217310063,0.009195861086235407,0.005014165733674301,0.8574702330824147,0.09577834299866259,1.4491694481472472,1.887879041361033,3987,79,0.01981439678956609,1.0
resnet50,unweighted_bce,123,Pneumonia,T2_2016,out_of_sample_prospective,temperature,0.01861080127300627,0.08292550862338233,0.009774785298271131,0.0036236675550434354,0.8574702330824147,0.09577834299866259,1.6438585146440505,1.8919296188179817,3987,79,0.01981439678956609,1.0
resnet50,unweighted_bce,123,Pneumonia,T2_2016,out_of_sample_prospective,offset,0.018590458451132476,0.0825697451067475,0.007610698319064109,0.00852414810195815,0.8574702330824147,0.09577834299866259,1.450966681830194,1.071630089037446,3987,79,0.01981439678956609,1.0
