architecture,loss_type,seed,target,temporal_bin,calibration_method,comparison,brier_raw,brier_calibrated,delta_brier,brier_diff_ci_lower,brier_diff_ci_upper,log_loss_raw,log_loss_calibrated,delta_log_loss,log_loss_diff_ci_lower,log_loss_diff_ci_upper
resnet50,unweighted_bce,ensemble,Edema,T1_2015,offset,offset_vs_raw,0.002127485458252291,0.0021409273232671786,1.344186501488773e-05,7.462163724288298e-06,2.0225774961500286e-05,0.016310375103184834,0.017277225659125334,0.0009668505559405002,0.0003914850624825714,0.0020070075230408354
resnet50,unweighted_bce,ensemble,Edema,T1_2015,platt,platt_vs_raw,0.002127485458252291,0.0021221488519037063,-5.336606348584506e-06,-9.26327141680735e-06,-1.977998384003944e-06,0.016310375103184834,0.01733110656171487,0.0010207314585300373,0.00035078219054550744,0.0021460355870593834
resnet50,unweighted_bce,ensemble,Edema,T2_2016,temperature,temperature_vs_raw,0.003226333062622966,0.003219050283232218,-7.282779390748069e-06,-3.5250760282042885e-05,1.4398670940939998e-05,0.01859927735963497,0.018167470311815023,-0.00043180704781994525,-0.001974423544615881,0.0007798561657014666
resnet50,unweighted_bce,ensemble,Edema,T2_2016,offset,offset_vs_raw,0.003226333062622966,0.003222301159713965,-4.0319029090008646e-06,-1.830293033876171e-05,6.891513178526035e-06,0.01859927735963497,0.018255989764885766,-0.0003432875947492024,-0.001114581295802402,0.00028610936768968333
resnet50,unweighted_bce,ensemble,Edema,T2_2016,platt,platt_vs_raw,0.003226333062622966,0.0032444136126816895,1.8080550058723575e-05,-8.168645233973483e-06,5.6771560885438276e-05,0.01859927735963497,0.020867896140407818,0.002268618780772849,0.0006136382942901795,0.004586068648373792
resnet50,unweighted_bce,ensemble,Edema,T3_2017,temperature,temperature_vs_raw,1.4829720007577678e-05,3.592071849003127e-05,2.1090998482453595e-05,1.5329399011637057e-05,2.810077263459577e-05,0.0017165418835573439,0.0029288640797835797,0.0012123221962262358,0.0010802182678289313,0.0013648175118020328
resnet50,unweighted_bce,ensemble,Edema,T3_2017,offset,offset_vs_raw,1.4829720007577678e-05,2.5068136048190774e-05,1.0238416040613096e-05,6.072403041567255e-06,1.594656353972415e-05,0.0017165418835573439,0.002176149284385786,0.00045960740082844195,0.0003721279960042375,0.0005706607989519222
resnet50,unweighted_bce,ensemble,Edema,T3_2017,platt,platt_vs_raw,1.4829720007577678e-05,5.054872883188476e-06,-9.774847124389203e-06,-1.5077075131894197e-05,-5.496644419628417e-06,0.0017165418835573439,0.0021577661247687064,0.00044122424121136256,0.0002033712035160828,0.0006445708526240901
resnet50,unweighted_bce,ensemble,Pleural Effusion,T1_2015,temperature,temperature_vs_raw,0.03606656817304478,0.03607993911379757,1.337094075278683e-05,-0.0001292504585166774,0.00016034097054097522,0.12408168017976925,0.12389637655109823,-0.00018530362867102967,-0.0009142165387502701,0.0005348696234678976
resnet50,unweighted_bce,ensemble,Pleural Effusion,T1_2015,offset,offset_vs_raw,0.03606656817304478,0.0351796892340671,-0.000886878938977681,-0.001980246466392721,9.051881989813257e-05,0.12408168017976925,0.1227670006535544,-0.0013146795262148486,-0.004256815828710794,0.0015826024546959404
resnet50,unweighted_bce,ensemble,Pleural Effusion,T1_2015,platt,platt_vs_raw,0.03606656817304478,0.03506621611189422,-0.0010003520611505598,-0.0029869361203619577,0.0009181468160069278,0.12408168017976925,0.12024952728691436,-0.0038321528928548926,-0.008269459243651417,0.0005915561816113796
resnet50,unweighted_bce,ensemble,Pleural Effusion,T2_2016,temperature,temperature_vs_raw,0.035078581058204265,0.03505271568948786,-2.5865368716404546e-05,-0.0001463483087098444,8.59839523023348e-05,0.12876965770124915,0.12819046362243158,-0.0005791940788175687,-0.001294885495922476,8.598977004391324e-05
resnet50,unweighted_bce,ensemble,Pleural Effusion,T2_2016,offset,offset_vs_raw,0.035078581058204265,0.035352606727162075,0.00027402566895780994,-0.0004232463850718273,0.0009810503728572338,0.12876965770124915,0.12967656589620427,0.0009069081949551194,-0.001667561933532518,0.003512850561623813
resnet50,unweighted_bce,ensemble,Pleural Effusion,T2_2016,platt,platt_vs_raw,0.035078581058204265,0.03632696981718052,0.001248388758976253,4.4865948189246464e-05,0.0025668983521192406,0.12876965770124915,0.13029731263551125,0.0015276549342621015,-0.0016175328196685959,0.004864894145718764
resnet50,unweighted_bce,ensemble,Pleural Effusion,T3_2017,temperature,temperature_vs_raw,0.027243782080451993,0.02728313313879021,3.935105833821617e-05,-6.029832531503662e-05,0.00012810599511521164,0.10867710653800271,0.1089031901602949,0.00022608362229219192,-0.0003221365479809499,0.0007425006488563194
resnet50,unweighted_bce,ensemble,Pleural Effusion,T3_2017,offset,offset_vs_raw,0.027243782080451993,0.027747823790491292,0.0005040417100392984,-0.00013036205762830165,0.001121570779238255,0.10867710653800271,0.11129108066278487,0.002613974124782162,0.0005777938775532471,0.004522167952967082
resnet50,unweighted_bce,ensemble,Pleural Effusion,T3_2017,platt,platt_vs_raw,0.027243782080451993,0.028420482111942282,0.0011767000314902888,-5.3930518906118846e-05,0.0024025510133578076,0.10867710653800271,0.11237220620405479,0.003695099666052082,0.00024366564705337231,0.007210551741245276
resnet50,unweighted_bce,ensemble,Pneumonia,T1_2015,temperature,temperature_vs_raw,0.023575017363226574,0.0234360147023042,-0.00013900266092237504,-0.0005258114726163987,0.00019464104633765556,0.09621150154822947,0.0961659029288448,-4.5598619384662475e-05,-0.0036287783555889585,0.0031450739029332724
resnet50,unweighted_bce,ensemble,Pneumonia,T1_2015,offset,offset_vs_raw,0.023575017363226574,0.023480777594772895,-9.42397684536786e-05,-0.0007531560818803707,0.00046953965207644524,0.09621150154822947,0.0960981798635693,-0.00011332168466016146,-0.004186166830045821,0.0032931147282435603
resnet50,unweighted_bce,ensemble,Pneumonia,T1_2015,platt,platt_vs_raw,0.023575017363226574,0.023899523764217286,0.00032450640099071157,-0.00021275268827727667,0.0008166818949125605,0.09621150154822947,0.09798684607893345,0.001775344530703979,-0.0018816811293260393,0.004887486420059616
resnet50,unweighted_bce,ensemble,Pneumonia,T2_2016,temperature,temperature_vs_raw,0.018128628077648853,0.018096983505708635,-3.164457194021822e-05,-0.000251292416551728,0.00016748536612978688,0.0761285098679344,0.07728701065805282,0.0011585007901184219,-0.0010947192274332145,0.0031387795464951473
resnet50,unweighted_bce,ensemble,Pneumonia,T2_2016,offset,offset_vs_raw,0.018128628077648853,0.018116901583167276,-1.172649448157731e-05,-0.0003871572099169466,0.0003420294442678878,0.0761285098679344,0.07669417690013655,0.0005656670322021495,-0.0019597803237392237,0.0027892721493324654
resnet50,unweighted_bce,ensemble,Pneumonia,T2_2016,platt,platt_vs_raw,0.018128628077648853,0.018188013302693425,5.938522504457186e-05,-0.0003266812716763416,0.00042559087972091964,0.0761285098679344,0.07679176918886142,0.0006632593209270204,-0.0018574793574974678,0.0029627551909702787
resnet50,unweighted_bce,ensemble,Pneumonia,T3_2017,temperature,temperature_vs_raw,0.018575265371018466,0.018497451260903276,-7.781411011519024e-05,-0.00034277428175561776,0.00016602416651309693,0.07614364206938827,0.07746651028788497,0.0013228682184966978,-0.0010776785679419661,0.003475392088528464
resnet50,unweighted_bce,ensemble,Pneumonia,T3_2017,offset,offset_vs_raw,0.018575265371018466,0.018433989199342336,-0.00014127617167613085,-0.0006610843221301389,0.00030735191376189344,0.07614364206938827,0.07663533936364637,0.0004916972942581033,-0.00240566171400623,0.003055337056814522
resnet50,unweighted_bce,ensemble,Pneumonia,T3_2017,platt,platt_vs_raw,0.018575265371018466,0.018494407707713805,-8.085766330466135e-05,-0.0006136832224745392,0.0003793706683291445,0.07614364206938827,0.07668795030234826,0.0005443082329599919,-0.0024586136375810757,0.003350784827196203
resnet50,weighted_bce,ensemble,Cardiomegaly,T1_2015,temperature,temperature_vs_raw,0.1259190087419586,0.10362189484417265,-0.02229711389778595,-0.024817154208309048,-0.019829230712538823,0.41143891279549083,0.33200813317501243,-0.0794307796204784,-0.08607939853237775,-0.07269854140531641
resnet50,weighted_bce,ensemble,Cardiomegaly,T1_2015,offset,offset_vs_raw,0.1259190087419586,0.06043332238563816,-0.06548568635632045,-0.07847702165496842,-0.05296240724450977,0.41143891279549083,0.2120708173531848,-0.19936809544230602,-0.2317743729369408,-0.167515274530565
resnet50,weighted_bce,ensemble,Cardiomegaly,T1_2015,platt,platt_vs_raw,0.1259190087419586,0.06043069200237883,-0.06548831673957978,-0.07809633756040815,-0.053191962632139114,0.41143891279549083,0.21044359877468077,-0.20099531402081006,-0.23327212793363175,-0.1698287803942182
resnet50,weighted_bce,ensemble,Cardiomegaly,T1_2015,analytic_weight,analytic_weight_vs_raw,0.1259190087419586,0.059976575264816416,-0.06594243347714218,-0.07901376700430542,-0.0533444300525231,0.41143891279549083,0.20784960130489807,-0.20358931149059276,-0.23688474359673803,-0.17150623502311768
resnet50,weighted_bce,ensemble,Cardiomegaly,T2_2016,temperature,temperature_vs_raw,0.13632267285551755,0.11784410246770395,-0.0184785703878136,-0.020492100934830625,-0.016500470220211696,0.43568596280070643,0.3678017331445064,-0.0678842296562,-0.073439526885183,-0.062363583677351106
resnet50,weighted_bce,ensemble,Cardiomegaly,T2_2016,offset,offset_vs_raw,0.13632267285551755,0.07844419455875279,-0.05787847829676476,-0.06757714337730097,-0.048047501947979646,0.43568596280070643,0.26146238570992086,-0.17422357709078556,-0.198182351067265,-0.1493475053659434
resnet50,weighted_bce,ensemble,Cardiomegaly,T2_2016,platt,platt_vs_raw,0.13632267285551755,0.07818057436174318,-0.05814209849377437,-0.06753680566689169,-0.04861755842141034,0.43568596280070643,0.259870044003882,-0.17581591879682446,-0.1997223713876226,-0.15050194696158362
resnet50,weighted_bce,ensemble,Cardiomegaly,T2_2016,analytic_weight,analytic_weight_vs_raw,0.13632267285551755,0.07837901447515655,-0.057943658380361,-0.06782943852787265,-0.04793625748053969,0.43568596280070643,0.2587411520752213,-0.17694481072548512,-0.20189353552555936,-0.15062955168995573
resnet50,weighted_bce,ensemble,Cardiomegaly,T3_2017,temperature,temperature_vs_raw,0.13620335443062523,0.11767564838603209,-0.01852770604459314,-0.020955830405733896,-0.01620105475819685,0.43506984600473997,0.36838922676014213,-0.06668061924459784,-0.07351739146512573,-0.05983185977358892
resnet50,weighted_bce,ensemble,Cardiomegaly,T3_2017,offset,offset_vs_raw,0.13620335443062523,0.0791639991673312,-0.057039355263294025,-0.06934838292332372,-0.045678839147210125,0.43506984600473997,0.2658141689086555,-0.16925567709608447,-0.1997464174230801,-0.13927680511591917
resnet50,weighted_bce,ensemble,Cardiomegaly,T3_2017,platt,platt_vs_raw,0.13620335443062523,0.07897590363441642,-0.057227450796208806,-0.06935239874325823,-0.04617940274468985,0.43506984600473997,0.26609091352917397,-0.168978932475566,-0.19964166714985981,-0.13857828025639266
resnet50,weighted_bce,ensemble,Cardiomegaly,T3_2017,analytic_weight,analytic_weight_vs_raw,0.13620335443062523,0.07904876357653903,-0.057154590854086196,-0.06963903257321369,-0.045699895972392275,0.43506984600473997,0.26291242282944355,-0.17215742317529642,-0.20352581752185606,-0.14109801903183486
resnet50,weighted_bce,ensemble,Edema,T1_2015,temperature,temperature_vs_raw,0.04905240318311463,0.04199023396076266,-0.00706216922235197,-0.00814406126037216,-0.005879929248881874,0.19363649408891734,0.15190922232124532,-0.04172727176767202,-0.04976446513224462,-0.02884841238027274
resnet50,weighted_bce,ensemble,Edema,T1_2015,offset,offset_vs_raw,0.04905240318311463,0.0022194547794651665,-0.04683294840364946,-0.05297191329695225,-0.04096168996685088,0.19363649408891734,0.019555265559014642,-0.1740812285299027,-0.19683057776887122,-0.15018965181361033
resnet50,weighted_bce,ensemble,Edema,T1_2015,platt,platt_vs_raw,0.04905240318311463,0.01833203754323408,-0.030720365639880547,-0.03605134394888148,-0.026248413524630098,0.19363649408891734,0.09073626719873978,-0.10290022689017755,-0.11907811023679085,-0.08558586401310558
resnet50,weighted_bce,ensemble,Edema,T1_2015,analytic_weight,analytic_weight_vs_raw,0.04905240318311463,0.0021285212392739296,-0.0469238819438407,-0.053137824327977326,-0.04100665115918228,0.19363649408891734,0.01926700454169561,-0.17436948954722173,-0.19854490870909353,-0.14841964614516837
resnet50,weighted_bce,ensemble,Edema,T2_2016,temperature,temperature_vs_raw,0.05313391904641138,0.04662749574290464,-0.006506423303506745,-0.007379790579094859,-0.005652871404389741,0.20545189637788322,0.16292518589191704,-0.04252671048596618,-0.045709355450605386,-0.03930146178538097
resnet50,weighted_bce,ensemble,Edema,T2_2016,offset,offset_vs_raw,0.05313391904641138,0.0032501745040767653,-0.049883744542334615,-0.05457710178582907,-0.04522138271845398,0.20545189637788322,0.01935650228930087,-0.18609539408858236,-0.20246859340961113,-0.16938057993387953
resnet50,weighted_bce,ensemble,Edema,T2_2016,platt,platt_vs_raw,0.05313391904641138,0.012280505425137974,-0.04085341362127341,-0.04455987088695847,-0.037201245180908386,0.20545189637788322,0.07616672802647016,-0.12928516835141307,-0.1376928724723357,-0.12091301926609234
resnet50,weighted_bce,ensemble,Edema,T2_2016,analytic_weight,analytic_weight_vs_raw,0.05313391904641138,0.0032551439542124745,-0.04987877509219891,-0.054597671537544204,-0.04519804901247618,0.20545189637788322,0.023757299183700835,-0.18169459719418238,-0.2013773885734774,-0.15997263980532292
resnet50,weighted_bce,ensemble,Edema,T3_2017,temperature,temperature_vs_raw,0.053006898317838495,0.04557523149269462,-0.007431666825143873,-0.00847573807051465,-0.006376224196930989,0.20441892417621937,0.16003492345512327,-0.044384000721096106,-0.04751309969120556,-0.04127535147951088
resnet50,weighted_bce,ensemble,Edema,T3_2017,offset,offset_vs_raw,0.053006898317838495,5.4677836437897174e-05,-0.0529522204814006,-0.05835324909384979,-0.04783926037833518,0.20441892417621937,0.00225849794571568,-0.2021604262305037,-0.2166225634808162,-0.18851836432337976
resnet50,weighted_bce,ensemble,Edema,T3_2017,platt,platt_vs_raw,0.053006898317838495,0.009860429511084541,-0.043146468806753956,-0.04761511503889915,-0.038968303946100374,0.20441892417621937,0.06905294840783835,-0.13536597576838102,-0.1451503443590251,-0.12631494036050187
resnet50,weighted_bce,ensemble,Edema,T3_2017,analytic_weight,analytic_weight_vs_raw,0.053006898317838495,1.5790356331011057e-06,-0.05300531928220539,-0.05846471130905091,-0.04790105824763816,0.20441892417621937,0.0003540732850145256,-0.20406485089120485,-0.21877470687331937,-0.19029091778891372
resnet50,weighted_bce,ensemble,Pleural Effusion,T1_2015,temperature,temperature_vs_raw,0.11010975595263317,0.0876170702147726,-0.022492685737860577,-0.024914224019241003,-0.019924832887154076,0.37253973862136697,0.2843722974919166,-0.08816744112945035,-0.09495470225446255,-0.08112165030812023
resnet50,weighted_bce,ensemble,Pleural Effusion,T1_2015,offset,offset_vs_raw,0.11010975595263317,0.03843054765505529,-0.07167920829757787,-0.08280354091369371,-0.059943627804449326,0.37253973862136697,0.13985983527142679,-0.23267990334994018,-0.26086813645701507,-0.202745069881105
resnet50,weighted_bce,ensemble,Pleural Effusion,T1_2015,platt,platt_vs_raw,0.11010975595263317,0.0379611040895933,-0.07214865186303987,-0.08266052821717398,-0.06089248349107743,0.37253973862136697,0.13514712438943277,-0.2373926142319342,-0.2645595367560604,-0.2095030170226511
resnet50,weighted_bce,ensemble,Pleural Effusion,T1_2015,analytic_weight,analytic_weight_vs_raw,0.11010975595263317,0.04024287138550519,-0.06986688456712797,-0.08193797505224731,-0.05721390367836838,0.37253973862136697,0.14051300749828302,-0.23202673112308395,-0.26529539905419175,-0.1974860181111315
resnet50,weighted_bce,ensemble,Pleural Effusion,T2_2016,temperature,temperature_vs_raw,0.12537336872049065,0.10448782024274211,-0.02088554847774854,-0.022619489261158678,-0.019148894602584607,0.40673324758707885,0.3248418186278414,-0.08189142895923746,-0.08711660726834908,-0.07652401663831594
resnet50,weighted_bce,ensemble,Pleural Effusion,T2_2016,offset,offset_vs_raw,0.12537336872049065,0.03606993592330625,-0.0893034327971844,-0.09835895608080271,-0.08020216044541076,0.40673324758707885,0.13827675731236538,-0.26845649027471347,-0.2915687786996401,-0.24523236623576133
resnet50,weighted_bce,ensemble,Pleural Effusion,T2_2016,platt,platt_vs_raw,0.12537336872049065,0.03635061626433491,-0.08902275245615573,-0.09765847902642687,-0.0802991461487409,0.40673324758707885,0.13562824398880838,-0.2711050035982705,-0.29309390313055766,-0.24862712445860757
resnet50,weighted_bce,ensemble,Pleural Effusion,T2_2016,analytic_weight,analytic_weight_vs_raw,0.12537336872049065,0.036673541142477575,-0.08869982757801308,-0.09859175735443415,-0.07880232939899472,0.40673324758707885,0.1357229057517986,-0.2710103418352803,-0.2989198851417687,-0.2429374854211191
resnet50,weighted_bce,ensemble,Pleural Effusion,T3_2017,temperature,temperature_vs_raw,0.12272523388803698,0.10075315066133304,-0.021972083226703937,-0.024121480645187397,-0.01978218496249879,0.4015340887310412,0.3186902660726146,-0.0828438226584266,-0.08932411837133951,-0.07646856988095185
resnet50,weighted_bce,ensemble,Pleural Effusion,T3_2017,offset,offset_vs_raw,0.12272523388803698,0.02911966269365767,-0.09360557119437932,-0.10155979622062086,-0.08506679703182679,0.4015340887310412,0.12082450143859777,-0.28070958729244344,-0.3009946930690098,-0.2587879114725387
resnet50,weighted_bce,ensemble,Pleural Effusion,T3_2017,platt,platt_vs_raw,0.12272523388803698,0.029736808928785594,-0.09298842495925139,-0.10066639698482639,-0.08486925150880013,0.4015340887310412,0.12112012393720378,-0.2804139647938374,-0.3005608334950416,-0.2589414092571845
resnet50,weighted_bce,ensemble,Pleural Effusion,T3_2017,analytic_weight,analytic_weight_vs_raw,0.12272523388803698,0.029130990077649715,-0.09359424381038726,-0.10216830792316074,-0.08443166487825798,0.4015340887310412,0.11493138172193461,-0.28660270700910656,-0.3103092747742168,-0.2605691011134818
resnet50,weighted_bce,ensemble,Pneumonia,T1_2015,temperature,temperature_vs_raw,0.14346069812861967,0.14041235859179685,-0.0030483395368228194,-0.003648603296299824,-0.002460035484974374,0.46401256784044764,0.45679094748074267,-0.007221620359704972,-0.008695836643581086,-0.005752715316400242
resnet50,weighted_bce,ensemble,Pneumonia,T1_2015,offset,offset_vs_raw,0.14346069812861967,0.023039591262286847,-0.12042110686633282,-0.13355563010968674,-0.10700518324898123,0.46401256784044764,0.09504317357630743,-0.3689693942641402,-0.4040994091036817,-0.33177759622399483
resnet50,weighted_bce,ensemble,Pneumonia,T1_2015,platt,platt_vs_raw,0.14346069812861967,0.023423123007470077,-0.1200375751211496,-0.13329543273002983,-0.10672850308982769,0.46401256784044764,0.09635190619459907,-0.36766066164584854,-0.40300341849561766,-0.3298549403242786
resnet50,weighted_bce,ensemble,Pneumonia,T1_2015,analytic_weight,analytic_weight_vs_raw,0.14346069812861967,0.023307149857856008,-0.12015354827076366,-0.13360564140279624,-0.10643375785117448,0.46401256784044764,0.09543961115153751,-0.3685729566889101,-0.40608787126339285,-0.3285340320520498
resnet50,weighted_bce,ensemble,Pneumonia,T2_2016,temperature,temperature_vs_raw,0.1445937093825743,0.1409835517798623,-0.003610157602711994,-0.004031798130008537,-0.003204288349069516,0.46593040194204527,0.45724545742116324,-0.008684944520882032,-0.00965626974195719,-0.007773133967931704
resnet50,weighted_bce,ensemble,Pneumonia,T2_2016,offset,offset_vs_raw,0.1445937093825743,0.01798323327388138,-0.12661047610869292,-0.13541849025290761,-0.11841536835649497,0.46593040194204527,0.07799610924545616,-0.3879342926965891,-0.4105190142579009,-0.36548346467098713
resnet50,weighted_bce,ensemble,Pneumonia,T2_2016,platt,platt_vs_raw,0.1445937093825743,0.018063688599038192,-0.1265300207835361,-0.13535825751694427,-0.11838116312116724,0.46593040194204527,0.07827773278266238,-0.3876526691593829,-0.410226275074462,-0.36508287422796987
resnet50,weighted_bce,ensemble,Pneumonia,T2_2016,analytic_weight,analytic_weight_vs_raw,0.1445937093825743,0.018058698606188722,-0.12653501077638557,-0.1355716719485503,-0.118239623735192,0.46593040194204527,0.07726712190464058,-0.3886632800374047,-0.4127152345953586,-0.36439236448657053
resnet50,weighted_bce,ensemble,Pneumonia,T3_2017,temperature,temperature_vs_raw,0.14521173562109302,0.14197999297126837,-0.003231742649824648,-0.003792400434213582,-0.0026770365411665506,0.4683827516105666,0.4602677105058082,-0.008115041104758358,-0.009440671004273715,-0.006795890758975318
resnet50,weighted_bce,ensemble,Pneumonia,T3_2017,offset,offset_vs_raw,0.14521173562109302,0.01862402738469592,-0.1265877082363971,-0.1369724837874074,-0.1161457106827675,0.4683827516105666,0.08148166461206656,-0.3869010869985,-0.4137980614353945,-0.35905500375839633
resnet50,weighted_bce,ensemble,Pneumonia,T3_2017,platt,platt_vs_raw,0.14521173562109302,0.018779726404891686,-0.12643200921620135,-0.13683984672966337,-0.11596648671515594,0.4683827516105666,0.08157078058694568,-0.3868119710236209,-0.41382558874616115,-0.3590371609802149
resnet50,weighted_bce,ensemble,Pneumonia,T3_2017,analytic_weight,analytic_weight_vs_raw,0.14521173562109302,0.018646840713015807,-0.1265648949080772,-0.1371016846837108,-0.11591699208551118,0.4683827516105666,0.08088859255850386,-0.38749415905206275,-0.4160036351437215,-0.35789010648011804
