architecture,loss_type,seed,target,temporal_bin,calibration_method,comparison,brier_raw,brier_calibrated,delta_brier,brier_diff_ci_lower,brier_diff_ci_upper,log_loss_raw,log_loss_calibrated,delta_log_loss,log_loss_diff_ci_lower,log_loss_diff_ci_upper
densenet121,weighted_bce,ensemble,Pneumonia,T3_2017,analytic_weight,analytic_weight_vs_raw,0.11050119932432767,0.018261562427261457,-0.09223963689706621,-0.1039807757672031,-0.080953419678197,0.36857761124609856,0.07722265865765532,-0.29135495258844324,-0.3212936847135865,-0.26139388968230204
resnet50,unweighted_bce,ensemble,Cardiomegaly,T1_2015,temperature,temperature_vs_raw,0.053822840434577746,0.053391404200592935,-0.000431436233984811,-0.0010256358895795068,0.0001586164887710276,0.1862008206921191,0.180427678142927,-0.00577314254919209,-0.008958842725681173,-0.0025132761879434373
resnet50,unweighted_bce,ensemble,Cardiomegaly,T1_2015,offset,offset_vs_raw,0.053822840434577746,0.05395827952151838,0.00013543908694063633,-0.0015808528360751531,0.0019129101417352185,0.1862008206921191,0.18221614474991557,-0.0039846759422035305,-0.00894343806640345,0.0009465098843246949
resnet50,unweighted_bce,ensemble,Cardiomegaly,T1_2015,platt,platt_vs_raw,0.053822840434577746,0.054449509898047595,0.0006266694634698491,-0.001135465215896382,0.002460339556471718,0.1862008206921191,0.18285041742508581,-0.003350403267033286,-0.00842551387383033,0.0016958870774509865
resnet50,unweighted_bce,ensemble,Cardiomegaly,T2_2016,temperature,temperature_vs_raw,0.06716119458032166,0.06725355885244609,9.236427212443166e-05,-0.00037883466279574313,0.0005540499388766011,0.22556578166480368,0.22242612721954447,-0.00313965444525921,-0.005661239110457716,-0.0005832233985136651
resnet50,unweighted_bce,ensemble,Cardiomegaly,T2_2016,offset,offset_vs_raw,0.06716119458032166,0.06864277178821367,0.001481577207892007,0.0002633662056600343,0.002753281360437242,0.22556578166480368,0.226231433122947,0.0006656514581433182,-0.002937603615826268,0.004359487957806506
resnet50,unweighted_bce,ensemble,Cardiomegaly,T2_2016,platt,platt_vs_raw,0.06716119458032166,0.06867606051270109,0.0015148659323794278,0.00043388216827711036,0.0026678348054989943,0.22556578166480368,0.22569995543401766,0.0001341737692139855,-0.0033590731708326056,0.0037096452531911483
resnet50,unweighted_bce,ensemble,Cardiomegaly,T3_2017,temperature,temperature_vs_raw,0.06724905011527696,0.06742038160112473,0.00017133148584777547,-0.0004206323711991177,0.0007538949357161211,0.2242181838694818,0.22241866708144076,-0.00179951678804105,-0.005232620046331093,0.0018278647064786443
resnet50,unweighted_bce,ensemble,Cardiomegaly,T3_2017,offset,offset_vs_raw,0.06724905011527696,0.06855021162084622,0.0013011615055692621,-0.00022735872408838128,0.0027377158915087786,0.2242181838694818,0.22503331865482193,0.0008151347853401214,-0.0037742829354979793,0.005277507051364024
resnet50,unweighted_bce,ensemble,Cardiomegaly,T3_2017,platt,platt_vs_raw,0.06724905011527696,0.06868453308591284,0.001435482970635879,6.110171555137089e-05,0.0027625679344551466,0.2242181838694818,0.22522299240522012,0.0010048085357383107,-0.0035670690310958975,0.0055200132006197515
resnet50,unweighted_bce,ensemble,Edema,T1_2015,temperature,temperature_vs_raw,0.002127485458252291,0.0021423208430735915,1.4835384821300628e-05,-4.843344683262862e-06,2.9459033299800573e-05,0.016310375103184834,0.017570825425160728,0.0012604503219758936,-0.00024868581864731233,0.002946340820926676
