coverage,retained_samples,deferred_samples,p_defer_given_pos,p_defer_given_neg,retained_positives,retained_prevalence,automated_false_negatives,automated_false_positives,sensitivity_retained,specificity_retained,ppv_retained,npv_retained,brier_score,ece,ece_equal_width,ece_equal_mass,auroc,auprc,architecture,loss_type,seed,target,temporal_bin,calibration_method,threshold_method,threshold_value
0.9,1692,187,0.7070707070707071,0.06573033707865168,29.0,0.017139479905437353,29.0,0.0,0.0,1.0,,0.9828605200945626,0.01624831421116326,0.00943485074302627,0.008157942993268934,0.00943485074302627,0.8654695502519336,0.14189389108590092,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,platt,fixed_0.5,0.5
1.0,1879,0,0.0,0.0,99.0,0.05268759978712081,81.0,12.0,0.18181818181818182,0.9932584269662922,0.6,0.9561925365062196,0.03566888202094341,0.018970016798287484,0.01825184705499813,0.018970016798287484,0.9317954829190784,0.4858346786366614,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,platt,fixed_0.5,0.5
0.5,940,939,0.9595959595959596,0.47415730337078654,4.0,0.00425531914893617,1.0,1.0,0.75,0.9989316239316239,0.75,0.9989316239316239,0.0017941837260518501,0.004394814991540812,0.005086223761293482,0.004394814991540812,0.9284188034188033,0.7536764705882353,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,analytic_weight,youden_validation,0.028664207085967064
0.6,1128,751,0.8585858585858586,0.3741573033707865,14.0,0.012411347517730497,1.0,7.0,0.9285714285714286,0.9937163375224417,0.65,0.9990974729241877,0.004773800031775577,0.005166204646229745,0.005797427093134598,0.005166204646229745,0.9694152346755578,0.7424990849475975,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,analytic_weight,youden_validation,0.028664207085967064
0.7,1316,563,0.6262626262626263,0.28146067415730336,37.0,0.02811550151975684,5.0,22.0,0.8648648648648649,0.9827990617670055,0.5925925925925926,0.9960380348652932,0.013867939347993947,0.007032724306317142,0.005946771146186081,0.007032724306317142,0.9717684846691884,0.6240249112951913,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,analytic_weight,youden_validation,0.028664207085967064
0.8,1504,375,0.2828282828282828,0.1949438202247191,71.0,0.04720744680851064,7.0,75.0,0.9014084507042254,0.947662247034194,0.460431654676259,0.9948717948717949,0.027643491453909378,0.013596736170392375,0.01295595054955598,0.013596736170392375,0.9622185310045901,0.5670518345701245,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,analytic_weight,youden_validation,0.028664207085967064
0.9,1692,187,0.13131313131313133,0.09775280898876404,86.0,0.0508274231678487,8.0,219.0,0.9069767441860465,0.8636363636363636,0.26262626262626265,0.9942652329749104,0.03262138410179114,0.013018075644531803,0.012077228067086098,0.013018075644531803,0.9485577340786006,0.5256778093965633,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,analytic_weight,youden_validation,0.028664207085967064
1.0,1879,0,0.0,0.0,99.0,0.05268759978712081,8.0,383.0,0.9191919191919192,0.7848314606741573,0.19198312236286919,0.994306049822064,0.035931253886652297,0.015097480287607868,0.00814474727403315,0.015097480287607868,0.9280615140165702,0.48186468223811285,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,analytic_weight,youden_validation,0.028664207085967064
0.5,940,939,0.98989898989899,0.47247191011235956,1.0,0.0010638297872340426,1.0,0.0,0.0,1.0,,0.9989361702127659,0.0010770618266969225,0.004493757499074762,0.003583778127869393,0.004493757499074762,0.711395101171459,0.003676470588235294,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,analytic_weight,fixed_0.5,0.5
0.6,1128,751,0.98989898989899,0.3668539325842697,1.0,0.0008865248226950354,1.0,0.0,0.0,1.0,,0.999113475177305,0.0009180199957228633,0.005524907573225333,0.004821639712767821,0.005524907573225333,0.5927240461401952,0.002173913043478261,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,analytic_weight,fixed_0.5,0.5
0.7,1316,563,0.9393939393939394,0.2640449438202247,6.0,0.004559270516717325,6.0,0.0,0.0,1.0,,0.9954407294832827,0.004507728179314196,0.004389382683138412,0.0027306108356178896,0.004389382683138412,0.8444020356234097,0.02198996921840491,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,analytic_weight,fixed_0.5,0.5
0.8,1504,375,0.8282828282828283,0.1646067415730337,17.0,0.011303191489361703,17.0,0.0,0.0,1.0,,0.9886968085106383,0.010907174216786598,0.007316428215145085,0.0011467639792789811,0.007316428215145085,0.8781597373313818,0.08632247952541247,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,analytic_weight,fixed_0.5,0.5
0.9,1692,187,0.7070707070707071,0.06573033707865168,29.0,0.017139479905437353,29.0,0.0,0.0,1.0,,0.9828605200945626,0.016304318813782852,0.007828215411511947,0.0005226693876818629,0.007828215411511947,0.8561801480498475,0.08260491645273506,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,analytic_weight,fixed_0.5,0.5
1.0,1879,0,0.0,0.0,99.0,0.05268759978712081,81.0,11.0,0.18181818181818182,0.9938202247191011,0.6206896551724138,0.9562162162162162,0.035931253886652297,0.015097480660335155,0.008144749669004242,0.015097480660335155,0.9280615140165702,0.48186468223811285,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,analytic_weight,fixed_0.5,0.5
0.5,940,939,,,,,2.95,,,,,,0.09200100376339354,,,,,,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,random_baseline,youden_validation,0.3235194799785614
0.6,1128,751,,,,,3.8,,,,,,0.09251121432073343,,,,,,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,random_baseline,youden_validation,0.3235194799785614
0.7,1316,563,,,,,4.06,,,,,,0.09171280236496453,,,,,,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,random_baseline,youden_validation,0.3235194799785614
0.8,1504,375,,,,,4.63,,,,,,0.09179009742618355,,,,,,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,random_baseline,youden_validation,0.3235194799785614
0.9,1692,187,,,,,5.44,,,,,,0.09211024530054203,,,,,,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,random_baseline,youden_validation,0.3235194799785614
1.0,1879,0,,,,,6.0,,,,,,0.09204396362495829,,,,,,densenet121,weighted_bce,ensemble,Pleural Effusion,T1_2015,random_baseline,youden_validation,0.3235194799785614
0.5,1994,1993,0.4406779661016949,0.5026246719160105,99.0,0.04964894684052156,3.0,221.0,0.9696969696969697,0.883377308707124,0.3028391167192429,0.998211091234347,0.08607535611243378,0.15246087755811719,0.1524608775581172,0.15246087755811719,0.9529969883531889,0.4570273618714323,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,raw,youden_validation,0.3235194799785614
0.6,2393,1594,0.3333333333333333,0.40288713910761154,118.0,0.04931048892603427,5.0,299.0,0.9576271186440678,0.8685714285714285,0.27427184466019416,0.9974760222110045,0.09097541184631215,0.16536530075846545,0.16536530075846548,0.16536530075846545,0.9446079344384429,0.4294523118381085,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,raw,youden_validation,0.3235194799785614
0.7,2791,1196,0.22598870056497175,0.30341207349081367,137.0,0.049086348978860626,7.0,418.0,0.948905109489051,0.8425018839487566,0.23722627737226276,0.9968791796700847,0.09839002149849783,0.18212620173739072,0.18212620173739072,0.18212620173739072,0.9347493660581191,0.40306108397216034,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,raw,youden_validation,0.3235194799785614
0.8,3190,797,0.1694915254237288,0.20131233595800524,147.0,0.04608150470219436,10.0,588.0,0.9319727891156463,0.8067696352283931,0.1889655172413793,0.9959432048681541,0.10507073476922711,0.20087540255596803,0.200875402555968,0.20087540255596803,0.9292052016337262,0.3878330634420811,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,raw,youden_validation,0.3235194799785614
0.9,3589,398,0.0903954802259887,0.10026246719160105,161.0,0.0448592922819727,16.0,780.0,0.9006211180124224,0.7724620770128354,0.15675675675675677,0.993993993993994,0.10899981636063662,0.21374326354631468,0.21374326354631473,0.21374326354631468,0.9166727063206186,0.36661557632929764,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,raw,youden_validation,0.3235194799785614
1.0,3987,0,0.0,0.0,177.0,0.04439428141459744,21.0,1031.0,0.8813559322033898,0.7293963254593175,0.13142375737152484,0.9925,0.1110711685383671,0.2223703630526656,0.22237036305266558,0.2223703630526656,0.8996737695923603,0.34401329907591705,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,raw,youden_validation,0.3235194799785614
0.5,1994,1993,0.6045197740112994,0.49501312335958003,70.0,0.03510531594784353,3.0,98.0,0.9571428571428572,0.9490644490644491,0.40606060606060607,0.9983597594313832,0.04933455191271769,0.11831022489240842,0.11831022489240843,0.11831022489240842,0.9661716661716662,0.4965556265695193,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,raw,fixed_0.5,0.5
0.6,2393,1594,0.5310734463276836,0.3937007874015748,83.0,0.03468449644797326,5.0,140.0,0.9397590361445783,0.9393939393939394,0.3577981651376147,0.9977011494252873,0.05820820073541945,0.13646698542612637,0.13646698542612637,0.13646698542612637,0.9597663380795911,0.47291268285092103,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,raw,fixed_0.5,0.5
0.7,2791,1196,0.4124293785310734,0.294750656167979,104.0,0.03726262988176281,11.0,188.0,0.8942307692307693,0.9300334946036471,0.3309608540925267,0.9956175298804781,0.06769456059560518,0.15389890097106898,0.15389890097106898,0.15389890097106898,0.9497223096962583,0.4395547763955721,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,raw,fixed_0.5,0.5
0.8,3190,797,0.2598870056497175,0.19711286089238844,131.0,0.04106583072100314,24.0,269.0,0.816793893129771,0.9120627656096764,0.2845744680851064,0.9914712153518124,0.08195155735550516,0.17476905227026143,0.17476905227026143,0.17476905227026143,0.9350608515979626,0.40184593340159536,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,raw,fixed_0.5,0.5
0.9,3589,398,0.12429378531073447,0.09868766404199475,155.0,0.04318751741432154,32.0,378.0,0.7935483870967742,0.8899242865463017,0.24550898203592814,0.9896373056994818,0.09636529257040885,0.1985657275717971,0.19856572757179713,0.1985657275717971,0.9171811298776936,0.369432367918872,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,raw,fixed_0.5,0.5
1.0,3987,0,0.0,0.0,177.0,0.04439428141459744,41.0,540.0,0.768361581920904,0.8582677165354331,0.20118343195266272,0.9876170341286621,0.11107116853836711,0.2223703630526656,0.22237036305266558,0.2223703630526656,0.8996737695923603,0.34401329907591705,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,raw,fixed_0.5,0.5
0.5,1994,1993,0.5875706214689266,0.4958005249343832,73.0,0.0366098294884654,3.0,118.0,0.958904109589041,0.9385736595523165,0.3723404255319149,0.9983388704318937,0.05613882049373044,0.12243162184475417,0.1224316323443186,0.12243162184475417,0.9645518529875279,0.4765998520797109,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,temperature,youden_validation,0.46977957089742023
0.6,2393,1594,0.5141242937853108,0.39448818897637794,86.0,0.03593815294609277,5.0,154.0,0.9418604651162791,0.9332466406588643,0.3446808510638298,0.9976830398517146,0.06146548866587955,0.13659420288940427,0.13659421296932683,0.13659420288940427,0.9582111067428756,0.45447900780890615,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,temperature,youden_validation,0.46977957089742023
0.7,2791,1196,0.3954802259887006,0.29553805774278213,107.0,0.038337513436044426,11.0,218.0,0.897196261682243,0.9187779433681073,0.3057324840764331,0.9955591441259588,0.07246365123317754,0.15531607598215824,0.15531608460198076,0.15531607598215824,0.9485493822861679,0.4252525515726805,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,temperature,youden_validation,0.46977957089742023
0.8,3190,797,0.24858757062146894,0.19763779527559056,133.0,0.041692789968652035,20.0,293.0,0.849624060150376,0.9041543997383056,0.27832512315270935,0.992816091954023,0.08348113161756825,0.1738970060380275,0.1738970023244152,0.1738970060380275,0.9344829197626058,0.39169445214225634,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,temperature,youden_validation,0.46977957089742023
0.9,3589,398,0.0903954802259887,0.10026246719160105,161.0,0.0448592922819727,31.0,418.0,0.8074534161490683,0.8780630105017503,0.23722627737226276,0.9898059848733969,0.09753055493052333,0.19571695712701992,0.19571695860198163,0.19571695712701992,0.916178058661951,0.35889134250708793,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,temperature,youden_validation,0.46977957089742023
1.0,3987,0,0.0,0.0,177.0,0.04439428141459744,38.0,596.0,0.7853107344632768,0.8435695538057743,0.1891156462585034,0.9883148831488315,0.11003450665761037,0.21881492511989004,0.21881492418366205,0.21881492511989004,0.8999332710529828,0.3377627669319806,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,temperature,youden_validation,0.46977957089742023
0.5,1994,1993,0.6101694915254238,0.494750656167979,69.0,0.03460381143430291,3.0,99.0,0.9565217391304348,0.9485714285714286,0.4,0.9983597594313832,0.04949144815118361,0.11630600598923779,0.11630601433657833,0.11630600598923779,0.9656013551665725,0.4808669116729753,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,temperature,fixed_0.5,0.5
0.6,2393,1594,0.5310734463276836,0.3937007874015748,83.0,0.03468449644797326,5.0,140.0,0.9397590361445783,0.9393939393939394,0.3577981651376147,0.9977011494252873,0.0579009121353012,0.13347512714773405,0.13347513378413708,0.13347512714773405,0.9589996349032494,0.45796753725776124,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,temperature,fixed_0.5,0.5
0.7,2791,1196,0.4067796610169492,0.2950131233595801,105.0,0.03762092439985668,11.0,188.0,0.8952380952380953,0.9300074460163812,0.3333333333333333,0.99561578318055,0.06721770770453432,0.15035237709079668,0.1503523849684976,0.15035237709079668,0.9489593305676701,0.42686228247814484,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,temperature,fixed_0.5,0.5
0.8,3190,797,0.2711864406779661,0.19658792650918636,129.0,0.04043887147335423,22.0,264.0,0.8294573643410853,0.9137536752695198,0.2884097035040431,0.9921958141184817,0.08054178631104245,0.17128591200681317,0.1712859033604027,0.17128591200681317,0.9351405149555928,0.3940479105784322,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,temperature,fixed_0.5,0.5
0.9,3589,398,0.11299435028248588,0.09921259842519685,157.0,0.04374477570353859,32.0,374.0,0.7961783439490446,0.8910256410256411,0.250501002004008,0.9896440129449838,0.09532671698406348,0.19429532275866018,0.19429532226562235,0.19429532275866018,0.9169246358736804,0.3610568184049473,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,temperature,fixed_0.5,0.5
1.0,3987,0,0.0,0.0,177.0,0.04439428141459744,41.0,535.0,0.768361581920904,0.8595800524934383,0.20268256333830104,0.9876357056694813,0.11003450665761037,0.21881492511989004,0.21881492418366205,0.21881492511989004,0.8999332710529828,0.3377627669319806,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,temperature,fixed_0.5,0.5
0.5,1994,1993,0.8983050847457628,0.48136482939632547,18.0,0.009027081243731194,4.0,8.0,0.7777777777777778,0.9959514170040485,0.6363636363636364,0.9979716024340771,0.0047262546134436145,0.0043860343231192775,0.005356442975394107,0.0043860343231192775,0.9396648672964463,0.4693700201986782,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,offset,youden_validation,0.03302099059025446
0.6,2393,1594,0.7457627118644068,0.3837270341207349,45.0,0.01880484747179273,7.0,48.0,0.8444444444444444,0.979557069846678,0.4418604651162791,0.9969657563935848,0.012277547660006969,0.009951072539534844,0.00965852803553385,0.009951072539534844,0.9535112625402233,0.49099830765388036,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,offset,youden_validation,0.03302099059025446
0.7,2791,1196,0.4858757062146893,0.29133858267716534,91.0,0.032604801146542454,14.0,124.0,0.8461538461538461,0.9540740740740741,0.38308457711442784,0.9945945945945946,0.021784157079973544,0.009780809014804716,0.010673118018438763,0.009780809014804716,0.9516931216931216,0.45540790747180543,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,offset,youden_validation,0.03302099059025446
0.8,3190,797,0.2824858757062147,0.19606299212598424,127.0,0.03981191222570533,17.0,345.0,0.8661417322834646,0.8873653281096964,0.24175824175824176,0.9937842778793419,0.029348140600064736,0.014414870434551613,0.01539013728639549,0.014414870434551613,0.9345734329731801,0.40625589765599557,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,offset,youden_validation,0.03302099059025446
0.9,3589,398,0.0847457627118644,0.1005249343832021,162.0,0.04513792142658122,21.0,648.0,0.8703703703703703,0.8109133352786694,0.17870722433460076,0.9925,0.035027014991050195,0.013935284766787133,0.01370844215504445,0.013935284766787133,0.91043888942926,0.35968975717606205,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,offset,youden_validation,0.03302099059025446
1.0,3987,0,0.0,0.0,177.0,0.04439428141459744,23.0,1010.0,0.8700564971751412,0.7349081364829396,0.1323024054982818,0.991852639036486,0.0351811705405901,0.014508526851214024,0.013192167613540404,0.014508526851214024,0.895165858504975,0.33880983659770275,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,offset,youden_validation,0.03302099059025446
0.5,1994,1993,0.9717514124293786,0.4779527559055118,5.0,0.0025075225677031092,5.0,0.0,0.0,1.0,,0.9974924774322969,0.0025056438616043336,0.0034461267254667477,0.003446126491234917,0.0034461267254667477,0.7869281045751634,0.06367245593206923,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,offset,fixed_0.5,0.5
0.6,2393,1594,0.9548022598870056,0.37401574803149606,8.0,0.003343083994985374,8.0,0.0,0.0,1.0,,0.9966569160050146,0.0033414319568361057,0.004499746292340696,0.004203094070255009,0.004499746292340696,0.7620020964360587,0.13282812024454593,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,offset,fixed_0.5,0.5
0.7,2791,1196,0.8813559322033898,0.27296587926509186,21.0,0.007524184879971337,21.0,0.0,0.0,1.0,,0.9924758151200287,0.007375432839883428,0.0038678685299296696,0.0024576345485321765,0.0038678685299296696,0.829929516933127,0.03620502546424475,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,offset,fixed_0.5,0.5
0.8,3190,797,0.8022598870056498,0.17191601049868765,35.0,0.0109717868338558,35.0,0.0,0.0,1.0,,0.9890282131661442,0.010735046982779353,0.00526096439872194,0.0034546401281622136,0.00526096439872194,0.8090468643875934,0.031556367757344356,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,offset,fixed_0.5,0.5
0.9,3589,398,0.576271186440678,0.07769028871391076,75.0,0.020897185845639453,75.0,0.0,0.0,1.0,,0.9791028141543605,0.019587652165479582,0.005746053814484228,0.0037288223386774083,0.005746053814484228,0.846992980459116,0.09581794895514588,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,offset,fixed_0.5,0.5
1.0,3987,0,0.0,0.0,177.0,0.04439428141459744,140.0,47.0,0.20903954802259886,0.9876640419947507,0.44047619047619047,0.9641301562900333,0.0351811705405901,0.014508525311623582,0.013192166895952505,0.014508525311623582,0.895165858504975,0.33880983659770275,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,offset,fixed_0.5,0.5
0.5,1994,1993,0.8757062146892656,0.48241469816272964,22.0,0.011033099297893681,3.0,13.0,0.8636363636363636,0.9934077079107505,0.59375,0.9984709480122325,0.005577334177690416,0.009014161689666548,0.009078914195919406,0.009014161689666548,0.9516411580306103,0.5176987875669928,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,platt,youden_validation,0.03945168945938349
0.6,2393,1594,0.7005649717514124,0.3858267716535433,53.0,0.0221479314667781,7.0,48.0,0.8679245283018868,0.9794871794871794,0.48936170212765956,0.9969551979121357,0.012889215095410937,0.010283575881882799,0.010216805742212134,0.010283575881882799,0.9588614739558136,0.49517332491337274,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,platt,youden_validation,0.03945168945938349
0.7,2791,1196,0.4858757062146893,0.29133858267716534,91.0,0.032604801146542454,12.0,135.0,0.8681318681318682,0.95,0.3691588785046729,0.9953434225844005,0.02134724149411726,0.011421554431583516,0.011467816672527803,0.011421554431583516,0.9523280423280424,0.45699055430426566,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,platt,youden_validation,0.03945168945938349
0.8,3190,797,0.2655367231638418,0.1968503937007874,130.0,0.04075235109717868,16.0,356.0,0.8769230769230769,0.8836601307189542,0.2425531914893617,0.9941176470588236,0.02928507385839661,0.012904802384438889,0.0129452781337182,0.012904802384438889,0.9356008044243339,0.40760799931964037,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,platt,youden_validation,0.03945168945938349
0.9,3589,398,0.07344632768361582,0.1010498687664042,164.0,0.04569517971579827,21.0,667.0,0.8719512195121951,0.8052554744525547,0.1765432098765432,0.9924433249370277,0.03471192768337904,0.011522506589060101,0.011277388588764866,0.011522506589060101,0.912275235891045,0.3632951657990136,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,platt,youden_validation,0.03945168945938349
1.0,3987,0,0.0,0.0,177.0,0.04439428141459744,22.0,1019.0,0.8757062146892656,0.7325459317585302,0.13202725724020442,0.9921791681478849,0.034451786705197385,0.012567004807791429,0.01193204739932013,0.012567004807791429,0.8978661565609385,0.3440636128363095,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,platt,youden_validation,0.03945168945938349
0.5,1994,1993,0.9774011299435028,0.4776902887139108,4.0,0.0020060180541624875,4.0,0.0,0.0,1.0,,0.9979939819458375,0.002075949772961821,0.0085178032022814,0.008517803173089996,0.0085178032022814,0.7418341708542713,0.011071040505081665,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,platt,fixed_0.5,0.5
0.6,2393,1594,0.9548022598870056,0.37401574803149606,8.0,0.003343083994985374,8.0,0.0,0.0,1.0,,0.9966569160050146,0.0034103134720735212,0.009243234469155624,0.009122509410082547,0.009243234469155624,0.7668238993710692,0.013695224080010223,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,platt,fixed_0.5,0.5
0.7,2791,1196,0.8757062146892656,0.2732283464566929,22.0,0.007882479398065209,22.0,0.0,0.0,1.0,,0.9921175206019348,0.007753027265461977,0.0078010009635080995,0.00733563415098846,0.0078010009635080995,0.841590334548081,0.06697385908995736,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,platt,fixed_0.5,0.5
0.8,3190,797,0.8022598870056498,0.17191601049868765,35.0,0.0109717868338558,35.0,0.0,0.0,1.0,,0.9890282131661442,0.01078433531792384,0.010406429663761797,0.008769992359426328,0.010406429663761797,0.811926647045506,0.03407075345652673,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,platt,fixed_0.5,0.5
0.9,3589,398,0.6045197740112994,0.07637795275590552,70.0,0.019504040122596825,70.0,0.0,0.0,1.0,,0.9804959598774031,0.01847924890343419,0.009880522307419544,0.009091543926896078,0.009880522307419544,0.8408922989485649,0.08317583972407469,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,platt,fixed_0.5,0.5
1.0,3987,0,0.0,0.0,177.0,0.04439428141459744,147.0,27.0,0.1694915254237288,0.9929133858267717,0.5263157894736842,0.9625954198473282,0.034451786705197385,0.012567004807791429,0.011932049058742143,0.012567004807791429,0.8978661565609385,0.3440636128363095,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,platt,fixed_0.5,0.5
0.5,1994,1993,0.9491525423728814,0.479002624671916,9.0,0.004513540621865597,4.0,5.0,0.5555555555555556,0.9974811083123426,0.5,0.9979838709677419,0.0034980847481852835,0.004849689954601288,0.0039455104346500115,0.004849689954601288,0.8713126224461236,0.31050814531651133,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,analytic_weight,youden_validation,0.028664207085967064
0.6,2393,1594,0.7740112994350282,0.38241469816272966,40.0,0.01671541997492687,7.0,33.0,0.825,0.9859753506162346,0.5,0.9969918349806618,0.009908907079890355,0.005881268250869999,0.005360424295581514,0.005881268250869999,0.9477156821079473,0.48524084790771815,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,analytic_weight,youden_validation,0.028664207085967064
0.7,2791,1196,0.5141242937853108,0.2900262467191601,86.0,0.03081332855607309,16.0,95.0,0.813953488372093,0.9648798521256932,0.42424242424242425,0.993907083015994,0.019962029148600745,0.0036959776917451807,0.0042857308142936305,0.0036959776917451807,0.9496711516141512,0.4526149297058835,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,analytic_weight,youden_validation,0.028664207085967064
0.8,3190,797,0.3220338983050847,0.1942257217847769,120.0,0.03761755485893417,19.0,319.0,0.8416666666666667,0.8960912052117264,0.24047619047619048,0.9931407942238267,0.02716607927045292,0.009393673882086916,0.009331794301497526,0.009393673882086916,0.9343729641693811,0.4087031981368624,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,analytic_weight,youden_validation,0.028664207085967064
0.9,3589,398,0.096045197740113,0.1,160.0,0.04458066313736417,23.0,621.0,0.85625,0.8188976377952756,0.18073878627968337,0.9918756623101378,0.03417252915029352,0.008170571846653407,0.008228213440416153,0.008170571846653407,0.9091590113735784,0.3563515298429443,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,analytic_weight,youden_validation,0.028664207085967064
1.0,3987,0,0.0,0.0,177.0,0.04439428141459744,24.0,988.0,0.864406779661017,0.7406824146981628,0.13409290096406662,0.9915671117357695,0.034845537958434376,0.009961289305140408,0.00761489604151515,0.009961289305140408,0.892871865593072,0.3338070850040869,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,analytic_weight,youden_validation,0.028664207085967064
0.5,1994,1993,0.9774011299435028,0.4776902887139108,4.0,0.0020060180541624875,4.0,0.0,0.0,1.0,,0.9979939819458375,0.0020102785018024155,0.00391456311876412,0.003010383821601644,0.00391456311876412,0.710929648241206,0.005314997537098369,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,analytic_weight,fixed_0.5,0.5
0.6,2393,1594,0.9548022598870056,0.37401574803149606,8.0,0.003343083994985374,8.0,0.0,0.0,1.0,,0.9966569160050146,0.003332331864340649,0.0035085961630515763,0.0029877511723332083,0.0035085961630515763,0.7519916142557652,0.012149153357397914,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,analytic_weight,fixed_0.5,0.5
0.7,2791,1196,0.8926553672316384,0.27244094488188975,19.0,0.00680759584378359,19.0,0.0,0.0,1.0,,0.9931924041562165,0.006704476476245918,0.003238031827013463,0.0015294380687558918,0.003238031827013463,0.8047011468064099,0.022422828884657145,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,analytic_weight,fixed_0.5,0.5
0.8,3190,797,0.7853107344632768,0.17270341207349083,38.0,0.011912225705329153,38.0,0.0,0.0,1.0,,0.9880877742946709,0.01157143834019129,0.003538384562107183,0.00010541923647764025,0.003538384562107183,0.8208071733903286,0.045558579153981295,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,analytic_weight,fixed_0.5,0.5
0.9,3589,398,0.5649717514124294,0.07821522309711286,77.0,0.021454444134856508,77.0,0.0,0.0,1.0,,0.9785455558651435,0.020091682966592646,0.004207712836619637,0.0017595720817598329,0.004207712836619637,0.846966245599503,0.08669180477477487,densenet121,weighted_bce,ensemble,Pleural Effusion,T2_2016,analytic_weight,fixed_0.5,0.5
