coverage,retained_samples,deferred_samples,p_defer_given_pos,p_defer_given_neg,retained_positives,retained_prevalence,automated_false_negatives,automated_false_positives,sensitivity_retained,specificity_retained,ppv_retained,npv_retained,brier_score,ece,ece_equal_width,ece_equal_mass,auroc,auprc,architecture,loss_type,seed,target,temporal_bin,calibration_method,threshold_method,threshold_value
0.9,1692,187,0.7373737373737373,0.06404494382022471,26.0,0.015366430260047281,26.0,0.0,0.0,1.0,,0.9846335697399528,0.014658934099180057,0.011548402930029313,0.001860135518652023,0.011548402930029313,0.8903638378428295,0.0990561971610559,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,raw,fixed_0.5,0.5
1.0,1879,0,0.0,0.0,99.0,0.05268759978712081,84.0,4.0,0.15151515151515152,0.9977528089887641,0.7894736842105263,0.9548387096774194,0.03555694945618418,0.026132167197926447,0.01807169685386915,0.026132167197926447,0.9449211213256157,0.541540308916199,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,raw,fixed_0.5,0.5
0.5,940,939,0.9090909090909091,0.47696629213483144,9.0,0.009574468085106383,0.0,2.0,1.0,0.9978517722878625,0.8181818181818182,1.0,0.0024053279584629753,0.007991507191015722,0.010384234504810127,0.007991507191015722,0.9985678481919082,0.8363235529902198,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,temperature,youden_validation,0.030135552088419598
0.6,1128,751,0.7676767676767676,0.3792134831460674,23.0,0.020390070921985817,0.0,13.0,1.0,0.9882352941176471,0.6388888888888888,1.0,0.007724388587930659,0.010619398036244232,0.012984603833856518,0.010619398036244232,0.9952783789100925,0.7593810769817286,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,temperature,youden_validation,0.030135552088419598
0.7,1316,563,0.5151515151515151,0.2876404494382023,48.0,0.0364741641337386,0.0,27.0,1.0,0.9787066246056783,0.64,1.0,0.01663807591967108,0.0212001571014262,0.02316600580048164,0.0212001571014262,0.9899940851735015,0.701763338349888,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,temperature,youden_validation,0.030135552088419598
0.8,1504,375,0.25252525252525254,0.19662921348314608,74.0,0.04920212765957447,1.0,112.0,0.9864864864864865,0.9216783216783216,0.3945945945945946,0.9992418498862775,0.028120464053749506,0.024917552636358937,0.026617469283234208,0.024917552636358937,0.9787563787563788,0.6398301153623548,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,temperature,youden_validation,0.030135552088419598
0.9,1692,187,0.1414141414141414,0.09719101123595505,85.0,0.050236406619385346,1.0,270.0,0.9882352941176471,0.8319850653391413,0.23728813559322035,0.9992526158445441,0.031098453342718914,0.023300447480641282,0.025308160955061165,0.023300447480641282,0.9670046487792379,0.5952307675516892,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,temperature,youden_validation,0.030135552088419598
1.0,1879,0,0.0,0.0,99.0,0.05268759978712081,1.0,433.0,0.98989898989899,0.7567415730337078,0.18455743879472694,0.9992581602373887,0.03504878753913469,0.026840212178007104,0.019018620592164266,0.026840212178007104,0.9447849279309953,0.539581165163661,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,temperature,youden_validation,0.030135552088419598
0.5,940,939,1.0,0.47191011235955055,0.0,0.0,0.0,0.0,,1.0,,1.0,7.509054435871205e-05,0.008050193339212657,0.008050193339212655,0.008050193339212657,,,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,temperature,fixed_0.5,0.5
0.6,1128,751,1.0,0.36629213483146067,0.0,0.0,0.0,0.0,,1.0,,1.0,0.0001101271062891883,0.009513876022598372,0.009513876022598374,0.009513876022598372,,,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,temperature,fixed_0.5,0.5
